% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
197929 +1.201503395e+01 +1.201503395e+01 +6.735503395e+01 +6.735503395e+01 +1.4781e-01 +6.4644e-01 +1.2554e-01 +6.9560e-01 -1.0083e+00 +7.7074e-01 -1.3773e-01 +8.8450e-01 +4.9934e-01 -9.9368e-02 -7.7042e-03 -1.3322e-02 +4.0750e-01 -9.3103e-02 -1.2308e-01 +7.5744e-02 +9.6357e-02 +1.7792e-02 +2.0975e-01 +1.6515e-01
215271 +1.174491711e+01 +1.174491711e+01 +6.708491711e+01 +6.708491711e+01 +1.3466e-01 +6.3572e-01 +1.5189e-01 +6.8906e-01 -9.5640e-01 +7.5831e-01 -1.2488e-01 +9.1393e-01 +5.4774e-01 -1.6885e-01 -2.5464e-02 -9.3075e-03 +4.5490e-01 -5.1395e-02 -1.6679e-01 +9.8839e-02 +7.1495e-02 +2.5228e-02 +1.6404e-01 +1.6509e-01
225059 +1.145993795e+01 +1.145993795e+01 +6.679993795e+01 +6.679993795e+01 +1.4149e-01 +6.2352e-01 +1.9292e-01 +6.9314e-01 -9.3417e-01 +7.1347e-01 -1.1365e-01 +9.5858e-01 +5.5887e-01 -2.0786e-01 -2.8140e-02 -7.1193e-03 +4.8311e-01 -4.1492e-03 -1.8920e-01 +9.5763e-02 +4.2981e-02 +1.5803e-02 +1.3718e-01 +1.5328e-01
234004 +1.118785357e+01 +1.118785357e+01 +6.652785357e+01 +6.652785357e+01 +1.2367e-01 +5.9945e-01 +2.1382e-01 +6.7227e-01 -9.1209e-01 +6.7311e-01 -9.2627e-02 +9.8042e-01 +5.8238e-01 -2.3759e-01 -4.3669e-02 -1.0277e-02 +5.0006e-01 +3.5757e-02 -2.1517e-01 +1.0356e-01 +1.7856e-02 +1.4862e-02 +1.1210e-01 +1.4484e-01
268482 +1.077655948e+01 +1.077655948e+01 +6.611655948e+01 +6.611655948e+01 +9.0201e-02 +5.1036e-01 +3.5163e-01 +6.1643e-01 -8.1348e-01 +5.5405e-01 -4.9224e-02 +1.0560e+00 +6.5292e-01 -3.3799e-01 -2.6516e-02 -5.8720e-02 +5.6048e-01 +1.4088e-01 -3.2353e-01 +1.7032e-01 -7.4437e-02 -3.2987e-02 +6.4661e-02 +1.2914e-01
520474 +1.060234907e+01 +1.060234907e+01 +6.594234907e+01 +6.594234907e+01 +8.7171e-02 +5.1131e-01 +3.5221e-01 +6.2695e-01 -8.1806e-01 +5.6211e-01 -2.6482e-02 +1.0439e+00 +6.3286e-01 -3.5586e-01 -4.2392e-02 -5.8593e-02 +5.5054e-01 +1.5927e-01 -3.3192e-01 +1.6723e-01 -7.7690e-02 -1.9463e-02 +5.9564e-02 +9.4577e-02
539583 +1.045271225e+01 +1.045271225e+01 +6.579271225e+01 +6.579271225e+01 +1.0741e-01 +4.4115e-01 +4.5368e-01 +6.2137e-01 -7.7370e-01 +4.8179e-01 -1.0007e-03 +1.0544e+00 +6.4044e-01 -3.6767e-01 -5.0908e-02 -9.4345e-02 +5.8651e-01 +1.5776e-01 -3.5589e-01 +2.0601e-01 -1.6087e-01 -8.9840e-02 +4.7345e-02 +5.2226e-02
541298 +1.017106294e+01 +1.017106294e+01 +6.551106294e+01 +6.551106294e+01 +9.9321e-02 +4.5697e-01 +4.5064e-01 +6.0467e-01 -7.8697e-01 +4.8565e-01 -1.3644e-02 +1.0475e+00 +6.5473e-01 -3.8367e-01 -4.4900e-02 -8.8514e-02 +5.6195e-01 +1.7833e-01 -3.4920e-01 +2.0624e-01 -1.4643e-01 -9.0491e-02 +4.2167e-02 +5.2665e-02
583416 +9.923144620e+00 +9.923144620e+00 +6.526314462e+01 +6.526314462e+01 +1.0300e-01 +4.3182e-01 +4.8839e-01 +6.0356e-01 -7.6394e-01 +4.6208e-01 +3.0939e-03 +1.0446e+00 +6.8128e-01 -4.0256e-01 -2.7815e-02 -7.1822e-02 +5.7886e-01 +1.7360e-01 -3.8604e-01 +2.1764e-01 -1.6223e-01 -7.4724e-02 +3.6860e-02 +2.0732e-02
596572 +9.602394017e+00 +9.602394017e+00 +6.494239402e+01 +6.494239402e+01 +1.1705e-01 +4.0039e-01 +5.4161e-01 +5.7910e-01 -7.0316e-01 +4.2735e-01 +2.8908e-02 +1.0417e+00 +6.8230e-01 -4.3419e-01 -2.4518e-02 -9.8270e-02 +5.5949e-01 +1.6603e-01 -4.0152e-01 +2.4577e-01 -1.8652e-01 -1.3447e-01 +1.8659e-02 +2.2465e-02
891075 +9.538927910e+00 +9.538927910e+00 +6.487892791e+01 +6.487892791e+01 +1.1072e-01 +4.0682e-01 +5.2623e-01 +5.9098e-01 -7.2471e-01 +4.5183e-01 +2.5169e-02 +1.0374e+00 +6.9045e-01 -4.2392e-01 -3.4753e-02 -8.5052e-02 +5.5872e-01 +1.8136e-01 -4.0338e-01 +2.3299e-01 -1.5960e-01 -1.2274e-01 +3.0636e-02 +2.6162e-02
900945 +9.330394328e+00 +9.330394328e+00 +6.467039433e+01 +6.467039433e+01 +1.2623e-01 +3.7083e-01 +5.7443e-01 +5.7184e-01 -6.8731e-01 +4.2374e-01 +3.8957e-02 +1.0516e+00 +6.9846e-01 -4.3973e-01 -2.9782e-02 -1.0119e-01 +5.5193e-01 +1.6918e-01 -4.2652e-01 +2.6281e-01 -1.9574e-01 -1.4829e-01 +3.0174e-02 +8.8427e-03
909258 +9.104899109e+00 +9.104899109e+00 +6.444489911e+01 +6.444489911e+01 +1.4483e-01 +3.4311e-01 +6.0325e-01 +5.6396e-01 -6.6136e-01 +4.1652e-01 +5.7002e-02 +1.0418e+00 +7.0429e-01 -4.6021e-01 -3.1855e-02 -1.0641e-01 +5.5554e-01 +1.6915e-01 -4.2884e-01 +2.5865e-01 -2.2787e-01 -1.6632e-01 +1.6073e-02 -1.8006e-02
918539 +8.907980514e+00 +8.907980514e+00 +6.424798051e+01 +6.424798051e+01 +1.6724e-01 +3.0019e-01 +6.4787e-01 +5.5541e-01 -6.3638e-01 +4.0204e-01 +6.6402e-02 +1.0391e+00 +7.0991e-01 -4.6530e-01 -3.2915e-02 -1.1128e-01 +5.5103e-01 +1.7174e-01 -4.3208e-01 +2.7205e-01 -2.4728e-01 -1.9781e-01 +9.1245e-03 -3.7455e-02
928750 +8.705029398e+00 +8.705029398e+00 +6.404502940e+01 +6.404502940e+01 +1.8104e-01 +2.6880e-01 +6.9057e-01 +5.5051e-01 -5.9909e-01 +3.8964e-01 +8.3877e-02 +1.0300e+00 +7.0024e-01 -4.7483e-01 -1.8507e-02 -1.1668e-01 +5.4008e-01 +1.6581e-01 -4.5126e-01 +2.8551e-01 -2.6895e-01 -2.2969e-01 -2.6346e-03 -5.6926e-02
937614 +8.511204965e+00 +8.511204965e+00 +6.385120497e+01 +6.385120497e+01 +2.0053e-01 +2.3218e-01 +7.1377e-01 +5.3787e-01 -5.6229e-01 +3.7917e-01 +9.9635e-02 +1.0284e+00 +6.9901e-01 -4.8789e-01 -1.8945e-02 -1.2077e-01 +5.3143e-01 +1.6153e-01 -4.5041e-01 +2.8745e-01 -2.9903e-01 -2.4760e-01 -1.6376e-02 -7.4130e-02
945858 +8.314163183e+00 +8.314163183e+00 +6.365416318e+01 +6.365416318e+01 +2.2844e-01 +1.8828e-01 +7.4806e-01 +5.2809e-01 -5.3456e-01 +3.6570e-01 +1.1482e-01 +1.0196e+00 +6.9844e-01 -4.9078e-01 -1.2544e-02 -1.2797e-01 +5.1178e-01 +1.5058e-01 -4.3534e-01 +2.8404e-01 -3.3015e-01 -2.6872e-01 -2.9081e-02 -9.4416e-02
984646 +8.056995412e+00 +8.056995412e+00 +6.339699541e+01 +6.339699541e+01 +2.6722e-01 +1.1606e-01 +7.7361e-01 +5.1316e-01 -4.7997e-01 +3.6455e-01 +1.3743e-01 +1.0245e+00 +6.7674e-01 -5.0159e-01 -8.3375e-03 -1.2250e-01 +4.9470e-01 +1.5003e-01 -4.1890e-01 +2.8680e-01 -3.6287e-01 -3.2283e-01 -4.2871e-02 -1.1580e-01
987306 +7.917649708e+00 +7.917649708e+00 +6.325764971e+01 +6.325764971e+01 +2.9551e-01 +7.0776e-02 +7.9267e-01 +5.2209e-01 -4.5923e-01 +3.6164e-01 +1.4636e-01 +1.0212e+00 +6.8013e-01 -4.9692e-01 -1.5553e-03 -1.2408e-01 +4.9406e-01 +1.5118e-01 -4.2062e-01 +2.7882e-01 -3.6804e-01 -3.1964e-01 -4.6799e-02 -1.1840e-01
993156 +7.743074663e+00 +7.743074663e+00 +6.308307466e+01 +6.308307466e+01 +3.1467e-01 +2.7851e-02 +8.1185e-01 +5.2635e-01 -4.1994e-01 +3.5142e-01 +1.6953e-01 +1.0219e+00 +6.7037e-01 -4.9844e-01 +1.9154e-03 -1.2233e-01 +4.8125e-01 +1.3921e-01 -4.1001e-01 +2.6992e-01 -3.8792e-01 -3.3743e-01 -5.3563e-02 -1.3221e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.235000000e+02 +1.235000000e+02 +3.317000000e+01 +3.317000000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11976 +1.142586635e+02 +1.142586635e+02 +2.392866350e+01 +2.392866350e+01 +2.1368e-02 +3.0937e-01 +2.4721e-01 +2.2445e-01 +3.5749e-02 +9.1566e-03 -3.5851e-01 -1.4471e-01 +3.9839e-01 -7.1629e-02 -5.4467e-01 -3.1800e-01 -1.2068e+00 +3.0242e-01 -2.1484e-01 +8.1055e-01 +1.6325e-01 +7.4057e-01 -3.1366e-01 +1.8486e-02
13151 +1.080891629e+02 +1.080891629e+02 +1.775916288e+01 +1.775916288e+01 +4.8108e-01 -1.0965e-01 +3.3681e-01 +1.3913e-01 -2.2348e-01 +1.2566e-01 -2.5315e-01 +4.9672e-01 +7.8513e-01 +2.0243e-01 -7.6410e-01 +4.8429e-02 -8.4402e-01 +3.3035e-01 -6.8077e-02 +7.2310e-01 +6.4328e-01 +6.6074e-01 -8.3120e-01 -1.9367e-01
13615 +9.886763259e+01 +9.886763259e+01 +8.537632591e+00 +8.537632591e+00 +6.8519e-03 +7.6791e-02 +2.1380e-01 +3.6844e-01 +1.6818e-01 -4.3774e-01 -5.6692e-01 -1.3624e-01 +6.1519e-01 +1.6326e-01 -7.2747e-01 -4.6129e-01 -1.0380e+00 +5.5817e-01 -3.5402e-01 +6.1201e-01 +2.2680e-01 +6.5590e-01 -8.0177e-01 -2.5653e-01
13924 +6.538969152e+01 +6.538969152e+01 -2.494030848e+01 -2.494030848e+01 +6.0510e-01 -3.3679e-04 +4.6398e-01 +3.4498e-01 +3.7001e-01 -1.6633e-01 -2.7322e-01 +1.7802e-01 +1.1616e-01 +1.3395e-01 -7.1253e-01 -4.8521e-01 -9.6784e-01 +1.7803e-01 -3.3988e-03 +7.4854e-01 +2.5166e-01 +6.4906e-01 -9.3767e-01 -5.5050e-01
14445 +5.016332619e+01 +5.016332619e+01 -4.016667381e+01 -4.016667381e+01 +1.6806e-01 -4.7838e-02 +2.7496e-01 +4.6602e-01 +1.6256e-02 +9.5921e-02 -3.6356e-01 +8.3058e-03 +2.0687e-01 +3.3129e-01 -7.1862e-01 -2.6105e-01 -1.3542e+00 +3.6725e-01 -1.2102e-01 +8.5582e-01 +2.9808e-01 +4.8019e-01 -5.9564e-01 -3.5537e-01
14944 +5.008842904e+01 +5.008842904e+01 -4.024157096e+01 -4.024157096e+01 +1.9209e-01 -1.8655e-01 +1.8852e-01 +3.5373e-01 +1.0148e-01 -5.1766e-02 -2.3771e-01 +4.3226e-01 +3.0300e-01 +2.4088e-01 -7.3218e-01 -1.1123e-01 -1.2170e+00 +2.7400e-01 +1.2151e-02 +7.5828e-01 +2.1150e-01 +6.4534e-01 -7.4752e-01 -3.5760e-01
15019 +4.525073668e+01 +4.525073668e+01 -4.507926332e+01 -4.507926332e+01 +2.9993e-01 -1.7656e-01 +4.4741e-01 +3.1918e-01 -6.1702e-02 +7.3990e-02 -3.9788e-01 +4.0506e-02 +2.3173e-01 +1.4310e-01 -8.1600e-01 -2.8991e-01 -9.9787e-01 +2.7260e-01 +3.0835e-02 +6.6261e-01 +7.6375e-02 +7.8007e-01 -6.5175e-01 -6.7050e-01
15781 +4.464759315e+01 +4.464759315e+01 -4.568240685e+01 -4.568240685e+01 +5.9240e-01 -2.0892e-01 +1.6954e-01 +3.4729e-01 +5.7045e-02 -9.4280e-02 -3.4252e-01 +1.4866e-02 +2.5827e-01 +1.9666e-01 -7.1893e-01 -2.1446e-01 -1.1880e+00 +3.3433e-01 -1.2551e-01 +5.5038e-01 +2.4051e-01 +7.1696e-01 -5.8152e-01 -4.7625e-01
16159 +4.289991229e+01 +4.289991229e+01 -4.743008771e+01 -4.743008771e+01 +2.3130e-01 -1.7225e-01 +1.5117e-01 +4.9779e-01 +9.9714e-02 -5.6083e-02 -4.2883e-01 -8.0789e-02 +5.0421e-01 +2.9171e-01 -9.3610e-01 -2.6420e-01 -1.0437e+00 +2.5360e-01 -7.0382e-02 +6.3224e-01 +3.8978e-01 +4.7050e-01 -9.8705e-01 -3.9642e-01
16457 +3.791203403e+01 +3.791203403e+01 -5.241796597e+01 -5.241796597e+01 +3.1023e-01 -2.1454e-01 +2.0501e-01 +3.5747e-01 +1.0919e-01 +1.7007e-02 -1.8372e-01 +1.3785e-02 +6.2126e-01 -1.5203e-02 -7.3508e-01 -3.8164e-01 -1.0311e+00 +2.9804e-01 +3.0680e-02 +9.4892e-01 +1.6437e-01 +6.4057e-01 -8.0066e-01 -4.1295e-01
17060 +3.676059027e+01 +3.676059027e+01 -5.356940973e+01 -5.356940973e+01 +2.3752e-01 -1.3336e-01 +8.3323e-02 +3.9504e-01 +1.4027e-01 -1.0392e-01 -2.9328e-01 -2.8581e-02 +4.1673e-01 +1.7168e-01 -7.5049e-01 -8.8938e-02 -1.1610e+00 +3.1736e-01 +1.9199e-02 +6.5140e-01 +2.3854e-01 +6.5494e-01 -7.9605e-01 -2.6192e-01
17076 +3.623617680e+01 +3.623617680e+01 -5.409382320e+01 -5.409382320e+01 +2.5744e-01 -2.8577e-01 +2.5075e-01 +4.4725e-01 +2.0601e-01 -8.0994e-02 -1.1418e-01 +2.1122e-02 +4.1637e-01 +9.8273e-02 -6.4585e-01 -5.5362e-01 -1.0718e+00 +1.3337e-01 -6.5212e-03 +9.1174e-01 +3.3270e-01 +6.7887e-01 -7.7209e-01 -5.0438e-01
17112 +3.028513037e+01 +3.028513037e+01 -6.004486963e+01 -6.004486963e+01 +3.4086e-01 -1.6370e-01 +1.4797e-01 +3.9144e-01 +9.8894e-02 -2.9891e-03 -2.9658e-01 +4.6659e-02 +3.7521e-01 +2.5908e-01 -8.2361e-01 -3.7897e-01 -1.0727e+00 +1.7944e-01 +2.0044e-02 +6.4591e-01 +4.5501e-01 +6.2912e-01 -9.1301e-01 -3.2999e-01
17389 +2.960960241e+01 +2.960960241e+01 -6.072039759e+01 -6.072039759e+01 +2.0849e-01 -9.4019e-02 +3.2902e-01 +4.8401e-01 +2.8250e-02 -4.3291e-03 -2.7518e-01 +2.1009e-01 +4.3881e-01 +1.3583e-01 -7.4320e-01 -3.1874e-01 -1.1027e+00 +3.0151e-01 -1.1967e-02 +8.1193e-01 +2.2664e-01 +6.7187e-01 -9.6760e-01 -4.1751e-01
17573 +2.791137929e+01 +2.791137929e+01 -6.241862071e+01 -6.241862071e+01 +1.9118e-01 -1.7758e-01 +2.9692e-01 +3.5604e-01 +1.9981e-01 -8.8699e-03 -2.9248e-01 +3.4865e-02 +4.3308e-01 +6.8717e-02 -7.4901e-01 -4.5744e-01 -1.1430e+00 +1.5038e-01 +1.2161e-01 +7.5767e-01 +3.1745e-01 +7.1158e-01 -8.5988e-01 -4.2364e-01
17710 +2.675026723e+01 +2.675026723e+01 -6.357973277e+01 -6.357973277e+01 +1.6469e-01 -1.8409e-01 +3.2192e-01 +6.3719e-01 +1.3878e-01 -1.1803e-01 -2.7027e-01 +3.4168e-02 +4.6779e-01 +1.3972e-01 -7.9312e-01 -4.6930e-01 -1.1133e+00 +1.1151e-01 +2.8442e-02 +7.2865e-01 +4.4006e-01 +5.7088e-01 -7.8343e-01 -3.3857e-01
19488 +2.178446525e+01 +2.178446525e+01 -6.854553475e+01 -6.854553475e+01 +2.4650e-01 -1.0654e-01 +2.1450e-01 +5.4921e-01 +1.2048e-01 -2.5028e-02 -2.9045e-01 +1.0674e-01 +4.5657e-01 +1.3182e-01 -7.7408e-01 -4.2200e-01 -1.2235e+00 +2.9509e-01 -8.8338e-03 +7.8025e-01 +3.7825e-01 +6.3371e-01 -8.0350e-01 -3.9534e-01
21708 +2.125177201e+01 +2.125177201e+01 -6.907822799e+01 -6.907822799e+01 +3.1302e-01 -1.8899e-01 +3.4492e-01 +5.0273e-01 +9.2910e-02 +7.7443e-03 -2.9636e-01 +4.3440e-02 +3.3489e-01 +1.3216e-01 -7.7113e-01 -4.2395e-01 -1.1350e+00 +2.4284e-01 -5.0707e-02 +7.6764e-01 +3.3373e-01 +7.0702e-01 -7.4563e-01 -3.6284e-01
22109 +2.017709126e+01 +2.017709126e+01 -7.015290874e+01 -7.015290874e+01 +2.6106e-01 -2.3178e-01 +2.7430e-01 +5.4203e-01 +1.0430e-01 -2.6974e-02 -2.5622e-01 +5.9666e-02 +4.2160e-01 +1.1030e-01 -8.2138e-01 -3.8836e-01 -1.1487e+00 +2.2589e-01 -2.3670e-02 +8.0999e-01 +3.7714e-01 +7.0721e-01 -8.0633e-01 -3.7272e-01
22923 +1.994060521e+01 +1.994060521e+01 -7.038939479e+01 -7.038939479e+01 +2.5441e-01 -1.4641e-01 +2.6976e-01 +4.9928e-01 +1.0840e-01 -1.9270e-02 -2.7552e-01 +6.7655e-02 +3.8154e-01 +1.1985e-01 -7.8490e-01 -4.0593e-01 -1.1619e+00 +2.7003e-01 -1.4372e-03 +7.6527e-01 +3.1466e-01 +6.5842e-01 -8.1374e-01 -3.7794e-01
25562 +1.933440433e+01 +1.933440433e+01 -7.099559567e+01 -7.099559567e+01 +2.4477e-01 -1.3309e-01 +2.7590e-01 +5.0427e-01 +7.0865e-02 +1.1498e-02 -2.6468e-01 +3.6829e-02 +4.7207e-01 +1.3569e-01 -8.4125e-01 -3.6850e-01 -1.1370e+00 +2.2066e-01 +1.4254e-02 +7.8809e-01 +3.8012e-01 +6.7562e-01 -8.0617e-01 -3.6670e-01
32970 +1.890632524e+01 +1.890632524e+01 -7.142367476e+01 -7.142367476e+01 +1.9994e-01 -1.4260e-01 +2.5275e-01 +5.2463e-01 +6.9727e-02 -1.5311e-02 -2.1885e-01 +5.5721e-02 +4.5903e-01 +1.1496e-01 -8.3519e-01 -3.7530e-01 -1.1349e+00 +1.9336e-01 +3.3664e-02 +7.6861e-01 +3.8162e-01 +6.7064e-01 -8.1309e-01 -3.5085e-01
38663 +1.861422716e+01 +1.861422716e+01 -7.171577284e+01 -7.171577284e+01 +1.9164e-01 -1.3251e-01 +2.4869e-01 +5.2056e-01 +3.8280e-02 -7.4279e-03 -1.5907e-01 +4.4931e-02 +5.1136e-01 +9.3409e-02 -8.2618e-01 -3.3368e-01 -1.1297e+00 +1.4772e-01 +2.6617e-02 +7.6269e-01 +3.9955e-01 +6.3271e-01 -8.0346e-01 -3.1031e-01
48688 +1.818459086e+01 +1.818459086e+01 -7.214540914e+01 -7.214540914e+01 +1.7271e-01 -1.4229e-01 +2.2958e-01 +5.3176e-01 +7.3561e-03 -3.9748e-03 -8.8874e-02 +8.2110e-02 +5.4006e-01 +6.1650e-02 -8.3941e-01 -2.7807e-01 -1.0965e+00 +6.9736e-02 +3.9021e-02 +7.5801e-01 +4.3004e-01 +6.0943e-01 -8.1145e-01 -2.5576e-01
57124 +1.778188383e+01 +1.778188383e+01 -7.254811617e+01 -7.254811617e+01 +1.8507e-01 -1.6105e-01 +2.2461e-01 +5.2942e-01 -4.3164e-02 -5.6947e-03 -2.1760e-03 +1.2381e-01 +5.7998e-01 +2.6381e-02 -8.4724e-01 -2.3228e-01 -1.0479e+00 -1.1673e-02 +6.3151e-02 +7.5395e-01 +4.6118e-01 +5.6691e-01 -7.9312e-01 -2.3412e-01
65433 +1.737037553e+01 +1.737037553e+01 -7.295962447e+01 -7.295962447e+01 +2.0649e-01 -1.9173e-01 +2.2185e-01 +5.2843e-01 -9.2433e-02 -1.6596e-02 +7.8627e-02 +1.9003e-01 +6.1529e-01 -8.8373e-03 -8.5164e-01 -1.9342e-01 -9.8557e-01 -7.3060e-02 +8.3316e-02 +7.5359e-01 +4.8271e-01 +5.2180e-01 -7.7160e-01 -2.1446e-01
74316 +1.697700424e+01 +1.697700424e+01 -7.335299576e+01 -7.335299576e+01 +2.4070e-01 -2.0261e-01 +2.0930e-01 +5.1402e-01 -1.4182e-01 -4.9027e-02 +1.4019e-01 +2.4291e-01 +6.5547e-01 -3.8522e-02 -8.4725e-01 -1.5718e-01 -9.2700e-01 -1.2569e-01 +1.1062e-01 +7.5596e-01 +5.0405e-01 +4.7723e-01 -7.2496e-01 -2.1351e-01
82884 +1.659419956e+01 +1.659419956e+01 -7.373580044e+01 -7.373580044e+01 +2.6598e-01 -2.1553e-01 +2.0081e-01 +4.9053e-01 -1.8096e-01 -9.3174e-02 +2.0719e-01 +2.8785e-01 +6.9743e-01 -7.7557e-02 -8.4398e-01 -1.5237e-01 -8.6374e-01 -1.7497e-01 +1.3158e-01 +7.7059e-01 +5.1591e-01 +4.1582e-01 -6.7333e-01 -2.3104e-01
91449 +1.621505578e+01 +1.621505578e+01 -7.411494422e+01 -7.411494422e+01 +3.0136e-01 -2.1476e-01 +1.8662e-01 +4.6176e-01 -2.1298e-01 -1.2994e-01 +2.6781e-01 +3.4137e-01 +7.3151e-01 -9.9104e-02 -8.1754e-01 -1.4441e-01 -8.0847e-01 -2.1444e-01 +1.4987e-01 +7.7349e-01 +5.2842e-01 +3.8185e-01 -6.2346e-01 -2.5850e-01
99051 +1.584372678e+01 +1.584372678e+01 -7.448627322e+01 -7.448627322e+01 +3.3423e-01 -2.0264e-01 +1.7756e-01 +4.1667e-01 -2.4017e-01 -1.6520e-01 +3.2445e-01 +3.6800e-01 +7.5914e-01 -1.1770e-01 -7.9385e-01 -1.5302e-01 -7.6762e-01 -2.6674e-01 +1.7644e-01 +7.8285e-01 +5.3392e-01 +3.3469e-01 -5.5812e-01 -2.9892e-01
108314 +1.548043487e+01 +1.548043487e+01 -7.484956513e+01 -7.484956513e+01 +3.6128e-01 -1.8744e-01 +1.6431e-01 +3.7898e-01 -2.5260e-01 -2.0351e-01 +3.6026e-01 +3.9461e-01 +7.9388e-01 -1.2541e-01 -7.5952e-01 -1.6569e-01 -7.2793e-01 -3.1698e-01 +2.0257e-01 +7.7879e-01 +5.2620e-01 +2.9993e-01 -4.8656e-01 -3.4554e-01
117005 +1.513405555e+01 +1.513405555e+01 -7.519594445e+01 -7.519594445e+01 +3.8310e-01 -1.7411e-01 +1.5487e-01 +3.3597e-01 -2.6206e-01 -2.3216e-01 +4.0473e-01 +4.1445e-01 +8.2220e-01 -1.1940e-01 -7.2528e-01 -1.8643e-01 -7.0830e-01 -3.6912e-01 +2.3218e-01 +7.7080e-01 +5.1264e-01 +2.6951e-01 -4.0689e-01 -3.8055e-01
128608 +1.477959260e+01 +1.477959260e+01 -7.555040740e+01 -7.555040740e+01 +3.9848e-01 -1.4704e-01 +1.4910e-01 +2.9091e-01 -2.3671e-01 -2.5810e-01 +4.4106e-01 +4.4040e-01 +8.5087e-01 -1.1362e-01 -6.7949e-01 -2.1270e-01 -6.8660e-01 -4.3198e-01 +2.6616e-01 +7.5305e-01 +4.9817e-01 +2.5593e-01 -3.1858e-01 -4.1240e-01
136735 +1.445422243e+01 +1.445422243e+01 -7.587577757e+01 -7.587577757e+01 +4.0356e-01 -1.5103e-01 +1.5094e-01 +2.4926e-01 -2.2611e-01 -2.7980e-01 +4.7842e-01 +4.5974e-01 +8.7437e-01 -9.7967e-02 -6.4267e-01 -2.5164e-01 -6.7295e-01 -4.8037e-01 +2.9056e-01 +7.2702e-01 +4.7572e-01 +2.3153e-01 -2.5934e-01 -4.3831e-01
145948 +1.412171558e+01 +1.412171558e+01 -7.620828442e+01 -7.620828442e+01 +4.0019e-01 -1.4257e-01 +1.5326e-01 +1.9848e-01 -1.9892e-01 -3.0632e-01 +5.2174e-01 +4.8339e-01 +8.8986e-01 -8.0411e-02 -6.1577e-01 -2.7550e-01 -6.5829e-01 -5.2404e-01 +3.1124e-01 +6.9003e-01 +4.6021e-01 +2.2517e-01 -1.7488e-01 -4.5300e-01
156138 +1.379476082e+01 +1.379476082e+01 -7.653523918e+01 -7.653523918e+01 +3.9567e-01 -1.4506e-01 +1.5574e-01 +1.5917e-01 -1.4302e-01 -3.1673e-01 +5.6979e-01 +4.9232e-01 +9.0544e-01 -5.4236e-02 -5.9287e-01 -3.1013e-01 -6.3838e-01 -5.6158e-01 +3.2081e-01 +6.5479e-01 +4.4616e-01 +2.2367e-01 -1.0381e-01 -4.5647e-01
164954 +1.348329859e+01 +1.348329859e+01 -7.684670141e+01 -7.684670141e+01 +3.8155e-01 -1.5841e-01 +1.7497e-01 +1.0988e-01 -9.0408e-02 -3.3805e-01 +6.0896e-01 +5.0509e-01 +9.2180e-01 -3.2979e-02 -5.7361e-01 -3.4663e-01 -6.1536e-01 -5.9476e-01 +3.3198e-01 +6.0380e-01 +4.2614e-01 +2.0887e-01 -3.8621e-02 -4.6240e-01
173680 +1.317170520e+01 +1.317170520e+01 -7.715829480e+01 -7.715829480e+01 +3.6903e-01 -1.6146e-01 +1.8168e-01 +6.4559e-02 -2.8965e-02 -3.4211e-01 +6.6530e-01 +4.9752e-01 +9.0876e-01 -7.8237e-03 -5.5913e-01 -3.6731e-01 -5.7549e-01 -6.1237e-01 +3.3073e-01 +5.5851e-01 +4.2036e-01 +2.0611e-01 +2.9264e-02 -4.5883e-01
180395 +1.287963189e+01 +1.287963189e+01 -7.745036811e+01 -7.745036811e+01 +3.5041e-01 -1.6894e-01 +1.9726e-01 +3.1204e-02 +1.8039e-02 -3.5169e-01 +6.9762e-01 +5.0951e-01 +9.0159e-01 +1.2462e-02 -5.5788e-01 -3.9643e-01 -5.6501e-01 -6.3113e-01 +3.3049e-01 +5.1715e-01 +4.3487e-01 +1.9452e-01 +8.4825e-02 -4.6445e-01
188925 +1.258751232e+01 +1.258751232e+01 -7.774248768e+01 -7.774248768e+01 +3.3571e-01 -1.8434e-01 +1.9041e-01 -1.1676e-02 +8.4573e-02 -3.5545e-01 +7.4371e-01 +4.9794e-01 +8.8649e-01 +3.3924e-02 -5.6280e-01 -4.3348e-01 -5.3537e-01 -6.4792e-01 +3.2134e-01 +4.7579e-01 +4.4231e-01 +1.8585e-01 +1.4160e-01 -4.6581e-01
197397 +1.229937022e+01 +1.229937022e+01 -7.803062978e+01 -7.803062978e+01 +3.1993e-01 -1.9776e-01 +1.9129e-01 -3.9491e-02 +1.2973e-01 -3.6693e-01 +7.6695e-01 +4.8672e-01 +8.6914e-01 +4.6694e-02 -5.7387e-01 -4.5897e-01 -5.0488e-01 -6.6347e-01 +3.0298e-01 +4.2256e-01 +4.4703e-01 +1.5475e-01 +1.8046e-01 -4.6023e-01
