% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.945617198e+01 +3.945617198e+01 +1.420661720e+02 +1.420661720e+02 +0.0000e+00 +0.0000e+00
4553 +6.984626123e+00 +6.984626123e+00 +1.095946261e+02 +1.095946261e+02 +4.0561e+00 -2.4517e+00
4580 +3.417643865e+00 +3.417643865e+00 +1.060276439e+02 +1.060276439e+02 +4.1939e+00 -2.4389e+00
4624 +3.291736850e+00 +3.291736850e+00 +1.059017369e+02 +1.059017369e+02 +4.1770e+00 -2.4493e+00
4631 +3.082200202e+00 +3.082200202e+00 +1.056922002e+02 +1.056922002e+02 +4.0511e+00 -2.4031e+00
4839 +2.985843358e+00 +2.985843358e+00 +1.055958434e+02 +1.055958434e+02 +3.4506e+00 -2.2636e+00
5379 +2.687419046e+00 +2.687419046e+00 +1.052974190e+02 +1.052974190e+02 +2.7932e+00 -2.7702e+00
5443 +2.482548740e+00 +2.482548740e+00 +1.050925487e+02 +1.050925487e+02 +2.2597e+00 -2.6541e+00
6094 +2.188179798e+00 +2.188179798e+00 +1.047981798e+02 +1.047981798e+02 +3.3135e+00 -3.2409e+00
19446 +2.174330558e+00 +2.174330558e+00 +1.047843306e+02 +1.047843306e+02 +3.3103e+00 -3.2414e+00
33448 +2.090376620e+00 +2.090376620e+00 +1.047003766e+02 +1.047003766e+02 +2.7984e+00 -2.7704e+00
40418 +2.028237834e+00 +2.028237834e+00 +1.046382378e+02 +1.046382378e+02 +2.8671e+00 -2.7912e+00
41025 +7.251003015e-01 +7.251003015e-01 +1.033351003e+02 +1.033351003e+02 -1.3361e+00 +9.2145e-01
57277 +4.820231007e-01 +4.820231007e-01 +1.030920231e+02 +1.030920231e+02 -1.3804e+00 +1.2964e+00
64963 +1.843949991e-01 +1.843949991e-01 +1.027943950e+02 +1.027943950e+02 -1.1880e+00 +1.2252e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.408058182e+01 +3.408058182e+01 +1.273805818e+02 +1.273805818e+02 +0.0000e+00 +0.0000e+00
14 +3.363321788e+01 +3.363321788e+01 +1.269332179e+02 +1.269332179e+02 -3.7942e+00 -3.5457e+00
38 +3.297257729e+01 +3.297257729e+01 +1.262725773e+02 +1.262725773e+02 -3.7972e+00 -3.5430e+00
47 +3.225723343e+01 +3.225723343e+01 +1.255572334e+02 +1.255572334e+02 -3.7983e+00 -3.5359e+00
62 +3.160310004e+01 +3.160310004e+01 +1.249031000e+02 +1.249031000e+02 -3.8053e+00 -3.5271e+00
72 +2.882657934e+01 +2.882657934e+01 +1.221265793e+02 +1.221265793e+02 -3.8158e+00 -3.4953e+00
96 +2.799619376e+01 +2.799619376e+01 +1.212961938e+02 +1.212961938e+02 -3.8195e+00 -3.4716e+00
277 +2.754013877e+01 +2.754013877e+01 +1.208401388e+02 +1.208401388e+02 -3.8235e+00 -3.4660e+00
2724 +1.367277903e+01 +1.367277903e+01 +1.069727790e+02 +1.069727790e+02 -4.4637e+00 +4.1043e-01
2747 +1.142085028e+01 +1.142085028e+01 +1.047208503e+02 +1.047208503e+02 -4.5118e+00 +4.0731e-01
2756 +1.071030928e+01 +1.071030928e+01 +1.040103093e+02 +1.040103093e+02 -4.4628e+00 +3.8984e-01
2773 +9.917543131e+00 +9.917543131e+00 +1.032175431e+02 +1.032175431e+02 -4.5147e+00 +3.9161e-01
2775 +9.392302032e+00 +9.392302032e+00 +1.026923020e+02 +1.026923020e+02 -4.5142e+00 +4.0364e-01
2846 +8.517747195e+00 +8.517747195e+00 +1.018177472e+02 +1.018177472e+02 -4.5361e+00 +4.4645e-01
