% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
758 +4.407767969e+04 +4.407767969e+04 +4.501551969e+04 +4.501551969e+04 -3.0735e+00 -1.6059e+00 -3.8198e-01 -3.7833e+00 -1.8144e+00 -2.2260e+00 -1.3487e+00 +4.3944e+00 +2.6513e+00 -4.7170e+00 +3.5981e+00 -3.3800e-01 +2.7973e-01 -1.4429e-02 +9.6778e-01 +3.0074e+00 +3.3340e+00 +1.0501e+00 -1.1883e+00 +6.2035e-01
762 +1.837902025e+04 +1.837902025e+04 +1.931686025e+04 +1.931686025e+04 -3.3460e+00 -1.5932e+00 -3.8246e-01 -3.8381e+00 -1.7880e+00 -2.4356e+00 -1.3003e+00 +4.6670e+00 +2.6780e+00 -4.5384e+00 +3.6019e+00 -6.8265e-01 +2.9529e-01 -7.7651e-03 +8.8636e-01 +3.0130e+00 +3.3461e+00 +1.0057e+00 -1.1681e+00 +6.1651e-01
808 +3.752900324e+02 +3.752900324e+02 +1.313130032e+03 +1.313130032e+03 -3.1605e+00 -1.1427e+00 -3.8229e-01 -3.7726e+00 -1.7996e+00 -2.4747e+00 -1.3968e+00 +4.6452e+00 +2.6697e+00 -4.6057e+00 +3.5516e+00 -5.7296e-01 +2.8511e-01 -7.2131e-03 +8.5751e-01 +3.0101e+00 +3.3918e+00 +9.9701e-01 -1.2277e+00 +6.8069e-01
1072 +2.202930767e+02 +2.202930767e+02 +1.158133077e+03 +1.158133077e+03 -3.5045e+00 -1.5491e+00 -3.8160e-01 -3.7366e+00 -1.8623e+00 -8.4735e-01 -1.3408e+00 +4.5875e+00 +2.6905e+00 -4.7109e+00 +3.5652e+00 -8.0035e-01 +2.9213e-01 -2.5769e-02 +1.1894e+00 +2.9637e+00 +3.2328e+00 +9.9478e-01 -1.2276e+00 +8.0817e-01
1440 +2.131896211e+02 +2.131896211e+02 +1.151029621e+03 +1.151029621e+03 -2.8328e+00 -6.4822e-02 -3.8670e-01 -3.4131e+00 -1.6934e+00 -1.0486e+00 -1.5858e+00 +4.6834e+00 +2.8280e+00 -4.0002e+00 +3.5972e+00 -1.7706e+00 +2.9535e-01 -2.4083e-02 +1.0794e+00 +3.0081e+00 +3.6514e+00 +9.1295e-01 -1.1073e+00 +1.2006e+00
41541       +inf +2.131896211e+02       +inf +1.151029621e+03 +1.8013e+28 +9.6833e+28 -8.7772e+28 -3.2763e+28 -1.6516e+29 -4.2691e+29 -8.3525e+28 +2.0064e+31 +1.8977e+29 -6.9246e+27 -1.8216e+29 +5.6573e+28 -9.2343e+27 -4.6566e+28 -2.3290e+27 -4.7676e+28 -2.9439e+28 +2.8588e+27 +3.6619e+26 +5.1316e+29
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.474398233e+06 +3.474398233e+06 +3.474319513e+06 +3.474319513e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1221 +1.794485830e+06 +1.794485830e+06 +1.794407110e+06 +1.794407110e+06 -3.9426e+00 -2.0959e+00 -1.1872e+00 +1.7454e+00 +3.9263e+00 -5.2153e+00 -3.9646e+00 +2.7713e+00 -9.7913e-02 +9.6446e+00 +2.5785e+00 +2.8115e+00 -2.9868e+00 +3.3830e+00 +7.1865e-01 -4.1128e+00 -1.7273e+00 +1.5573e+00 +2.8859e+00 -2.5383e+00
1289 +2.928771868e+05 +2.928771868e+05 +2.927984668e+05 +2.927984668e+05 -4.0932e+00 -2.1264e+00 +1.2673e+00 +2.8168e+01 +4.2492e+00 -4.3062e+00 -3.8332e+00 +2.9564e+00 -6.9795e-02 -1.9399e+00 +2.1630e+00 +2.7864e+00 -2.8247e+00 +2.4037e+00 +9.8099e-01 -4.0110e+00 -2.3625e-01 +1.4696e+00 +2.8762e+00 -2.5030e+00
1352 +1.520026301e+05 +1.520026301e+05 +1.519239101e+05 +1.519239101e+05 -4.0172e+00 -2.1206e+00 -1.5226e+00 +8.3969e+00 +4.0183e+00 -4.4302e+00 -3.9831e+00 +3.0067e+00 -3.6163e-01 +4.8190e-01 +2.3124e+00 +2.7810e+00 -2.9856e+00 +3.4156e+00 +1.0878e+00 -4.2269e+00 -7.3282e+00 +2.3268e+00 +2.9058e+00 -2.5391e+00
1375 +1.097714619e+05 +1.097714619e+05 +1.096927419e+05 +1.096927419e+05 -4.1736e+00 -2.1101e+00 -1.8317e+00 +8.3202e+00 +4.1279e+00 -4.3001e+00 -3.9891e+00 +1.8431e+00 -1.6663e-01 +8.6936e-01 +1.9987e+00 +2.7416e+00 -3.0072e+00 +3.0730e+00 +9.5223e-01 -4.2338e+00 -8.3505e+00 +1.4602e+00 +2.8585e+00 -2.5282e+00
1405 +9.004097627e+02 +9.004097627e+02 +8.216897627e+02 +8.216897627e+02 -4.7013e+00 -2.1156e+00 -3.9919e-01 +6.3101e+00 +4.7803e+00 -3.4369e+00 -4.0376e+00 +3.1906e+00 -2.2245e-01 -3.5950e-01 +1.7460e+00 +2.8066e+00 -2.9202e+00 +2.0790e+00 +1.6488e+00 -4.1020e+00 -1.0764e+01 +1.6940e+00 +2.9397e+00 -2.5521e+00
1446 +5.248141178e+02 +5.248141178e+02 +4.460941178e+02 +4.460941178e+02 -1.5713e+00 -2.1474e+00 -2.6432e+00 +5.5259e+00 +3.9088e+00 -4.8433e+00 -3.9001e+00 +1.5143e+00 +1.4794e-01 +1.2830e-01 +2.9356e+00 +3.3992e+00 -3.0675e+00 +4.9059e+00 +5.8396e-01 -4.2915e+00 -1.2251e+01 +7.2502e-01 +2.9398e+00 -2.5740e+00
1483 +4.858869811e+02 +4.858869811e+02 +4.071669811e+02 +4.071669811e+02 -4.8277e+00 -2.1002e+00 -1.9994e+00 +6.1671e+00 +4.3118e+00 -6.1925e+00 -3.9483e+00 +2.4050e+00 -4.0424e-01 +2.6293e+00 +2.3789e+00 +2.7752e+00 -2.8650e+00 +2.5941e+00 +1.1998e+00 -4.1723e+00 -5.7845e+00 +1.5783e+00 +2.8957e+00 -2.5069e+00
1556 +4.419174352e+02 +4.419174352e+02 +3.631974352e+02 +3.631974352e+02 -4.1317e+00 -2.2181e+00 -2.2602e+00 +4.8440e+00 +3.9292e+00 -4.4372e+00 -4.0833e+00 +4.1325e+00 +2.5682e-01 +1.6281e+00 +2.1771e+00 +3.1473e+00 -2.7609e+00 +3.7527e+00 +5.5123e-01 -3.8167e+00 -1.1872e+01 +2.4940e+00 +2.8232e+00 -2.5442e+00
1871 +2.932151596e+02 +2.932151596e+02 +2.144951596e+02 +2.144951596e+02 -2.9071e+00 -2.1921e+00 -6.4831e+00 +5.0022e+00 +4.1088e+00 -5.8700e+00 -4.4553e+00 +3.6507e+00 +5.6943e-01 -1.4720e-01 +1.8141e+00 +7.3965e-01 -2.8579e+00 +2.2626e+00 +9.8916e-01 -4.1340e+00 -5.2905e+00 +3.8360e+00 +2.8997e+00 -2.5133e+00
40537       +inf +2.932151596e+02       +inf +2.144951596e+02 -4.1292e+28 +1.6812e+28 +4.6698e+28 +9.0011e+27 +1.4327e+31 +7.4649e+28 +3.1766e+28 -1.5023e+28 +2.4758e+28 +2.1679e+28 -1.7035e+28 +6.2055e+28 +1.8534e+28 +2.1232e+28 +3.0090e+29 +2.3094e+29 -1.2798e+28 +7.5174e+28 -4.9267e+29 -1.2025e+29
% function evaluation | noise-free fitness - Fopt (-6.949000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.174159166e+06 +1.174159166e+06 +1.174089676e+06 +1.174089676e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
702 +1.040275962e+06 +1.040275962e+06 +1.040206472e+06 +1.040206472e+06 +4.4612e+00 +3.4284e+00 +1.1176e+00 -8.7333e-01 -3.6308e+00 -6.8263e-02 +3.2607e+00 +3.0079e+00 +2.1494e+00 -1.5600e+00 +2.6125e-01 +2.2426e+00 -3.1773e+00 +1.9634e+00 -3.2113e+00 +2.6428e+00 -6.4550e-02 +3.5313e+00 +4.0228e+00 -3.5075e-01
809 +5.782800764e+05 +5.782800764e+05 +5.782105864e+05 +5.782105864e+05 +4.5215e+00 +3.3928e+00 +1.0543e+00 -8.3834e-01 -3.6238e+00 -1.2832e-01 +3.2400e+00 +3.0171e+00 +1.9904e+00 -1.5047e+00 +4.0183e-01 +2.0186e+00 -3.2129e+00 +1.6424e+00 -3.3405e+00 +3.1842e+00 -3.2986e-01 +3.5648e+00 +4.0397e+00 -3.1798e-01
852 +5.117708323e+05 +5.117708323e+05 +5.117013423e+05 +5.117013423e+05 +4.2880e+00 +3.4010e+00 +8.0675e-01 -8.6289e-01 -3.6325e+00 -1.2188e-01 +3.2317e+00 +2.8503e+00 +2.0762e+00 -1.6230e+00 +8.8433e-01 +2.2090e+00 -3.0653e+00 +2.2452e+00 -3.0904e+00 +2.7704e+00 -2.9548e-01 +3.5344e+00 +4.0281e+00 -3.4042e-01
864 +3.998001996e+05 +3.998001996e+05 +3.997307096e+05 +3.997307096e+05 +4.2663e+00 +3.4896e+00 +1.0962e+00 -1.0748e+00 -3.6412e+00 -8.6571e-02 +3.2360e+00 +3.0106e+00 +2.0707e+00 -1.5237e+00 -9.4366e-02 +2.2257e+00 -3.2058e+00 +1.7617e+00 -3.2278e+00 +3.4738e+00 -3.3795e-01 +3.5409e+00 +4.0254e+00 -3.1800e-01
907 +1.846409661e+05 +1.846409661e+05 +1.845714761e+05 +1.845714761e+05 +4.6859e+00 +3.4687e+00 +1.0703e+00 -8.8398e-01 -3.6528e+00 -9.9893e-02 +3.2699e+00 +2.9153e+00 +2.0204e+00 -1.3874e+00 +6.6103e-01 +2.2242e+00 -3.2272e+00 +1.8249e+00 -3.1981e+00 +3.7466e+00 -2.6202e-01 +3.4944e+00 +4.0335e+00 -3.2289e-01
908 +2.919831121e+02 +2.919831121e+02 +2.224931121e+02 +2.224931121e+02 +4.6133e+00 +3.3794e+00 +1.1554e+00 -1.0947e+00 -3.6311e+00 -1.0145e-01 +3.2392e+00 +3.0059e+00 +2.0888e+00 -1.5233e+00 +1.0445e+00 +2.2151e+00 -3.2343e+00 +1.9481e+00 -3.1204e+00 +4.4894e+00 -2.6834e-01 +3.5432e+00 +4.0185e+00 -1.5100e-01
1112 +2.324290448e+02 +2.324290448e+02 +1.629390448e+02 +1.629390448e+02 +4.4989e+00 +3.3354e+00 +9.6366e-01 -8.8158e-01 -3.6719e+00 -8.3544e-02 +3.2433e+00 +3.0042e+00 +1.6307e+00 -1.5267e+00 +6.9542e-01 +2.2223e+00 -3.1257e+00 +2.7898e+00 -3.3732e+00 +3.7155e+00 -3.3074e-01 +3.5161e+00 +4.0236e+00 -3.6092e-01
1320 +2.166061080e+02 +2.166061080e+02 +1.471161080e+02 +1.471161080e+02 +4.8331e+00 +3.3038e+00 +1.0771e+00 -8.1795e-01 -3.6581e+00 +4.5276e-02 +3.2499e+00 +3.0740e+00 +1.6729e+00 -1.4775e+00 +8.4728e-01 +2.3141e+00 -3.1859e+00 +2.6700e+00 -4.1828e+00 +4.0270e+00 -2.8251e-01 +3.6352e+00 +4.0074e+00 -3.8059e-01
1927 +2.063459258e+02 +2.063459258e+02 +1.368559258e+02 +1.368559258e+02 +3.9000e+00 +3.1812e+00 +1.0242e+00 -1.2629e+00 -3.8049e+00 -1.6862e-01 +3.2985e+00 +2.7551e+00 +1.6798e+00 -1.4682e+00 -4.7087e-01 +2.4353e+00 -2.9427e+00 +3.0294e+00 -3.8720e+00 +3.5179e+00 -3.3621e-01 +3.8252e+00 +4.0872e+00 -5.8223e-01
1934 +1.958494458e+02 +1.958494458e+02 +1.263594458e+02 +1.263594458e+02 +4.0206e+00 +2.8865e+00 +1.1969e+00 -1.1970e+00 -3.6490e+00 -7.9904e-01 +3.0998e+00 +2.8182e+00 +1.1224e+00 -1.4374e+00 -1.1372e+00 +2.1372e+00 -3.2255e+00 +2.6669e+00 -3.5614e+00 +3.8303e+00 +1.9193e+00 +3.5142e+00 +4.0369e+00 -3.5734e-01
42389       +inf +1.958494458e+02       +inf +1.263594458e+02 -1.9454e+30 -2.2962e+28 -1.9101e+29 +1.5956e+29 +6.6411e+28 -2.3974e+29 -3.1550e+28 -6.0943e+28 -1.5970e+29 +1.6581e+29 -1.2572e+29 -2.0823e+31 +1.4467e+29 +2.8418e+28 +3.5461e+29 +1.3292e+29 +4.2796e+28 -7.1026e+29 -1.1094e+29 -1.0419e+28
% function evaluation | noise-free fitness - Fopt (-2.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.183810072e+07 +1.183810072e+07 +1.183807354e+07 +1.183807354e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.972766857e+05 +4.972766857e+05 +4.972495057e+05 +4.972495057e+05 -2.1600e-01 -2.1219e+00 +1.2464e+00 +4.3471e-01 -1.4932e+00 -2.7364e+00 -2.1841e+00 -3.5550e+00 +7.8892e-01 -1.4373e+00 +2.0274e+00 +1.8446e+00 -4.8550e+00 -3.0053e+00 +1.1356e+00 +4.1264e+00 +1.8820e+00 -3.1724e+00 -3.9264e+00 -2.8528e-01
107 +4.865971677e+05 +4.865971677e+05 +4.865699877e+05 +4.865699877e+05 -2.1344e-01 -2.1215e+00 +1.2741e+00 +4.3763e-01 -1.5038e+00 -2.7546e+00 -2.2371e+00 -3.5552e+00 +7.8527e-01 -1.4565e+00 +2.0282e+00 +1.8460e+00 -4.8628e+00 -2.9992e+00 +1.1346e+00 +4.1377e+00 +1.8798e+00 -3.1740e+00 -3.9321e+00 -2.8617e-01
210 +4.745100036e+05 +4.745100036e+05 +4.744828236e+05 +4.744828236e+05 -1.8286e-01 -2.1164e+00 +1.2950e+00 +4.3549e-01 -1.4980e+00 -2.7429e+00 -2.1839e+00 -3.5573e+00 +8.3246e-01 -1.4947e+00 +2.0267e+00 +1.8500e+00 -4.8498e+00 -2.9854e+00 +1.1374e+00 +4.1438e+00 +1.8814e+00 -3.1722e+00 -3.9216e+00 -2.8722e-01
313 +4.520526271e+05 +4.520526271e+05 +4.520254471e+05 +4.520254471e+05 -2.1451e-01 -2.1337e+00 +1.2684e+00 +4.3373e-01 -1.4923e+00 -2.7519e+00 -2.1966e+00 -3.5615e+00 +7.8175e-01 -1.4592e+00 +2.0279e+00 +1.8424e+00 -4.8872e+00 -2.9727e+00 +1.1361e+00 +4.3177e+00 +1.8884e+00 -3.1716e+00 -3.8383e+00 -2.9034e-01
326 +4.207090292e+05 +4.207090292e+05 +4.206818492e+05 +4.206818492e+05 -1.5389e-01 -2.1027e+00 +1.2792e+00 +4.3432e-01 -1.4955e+00 -2.7524e+00 -2.1824e+00 -3.5412e+00 +8.3026e-01 -1.4768e+00 +2.0266e+00 +1.8387e+00 -4.8679e+00 -3.0226e+00 +1.1387e+00 +4.3224e+00 +1.8961e+00 -3.1693e+00 -3.9286e+00 -2.8970e-01
405 +3.960248371e+05 +3.960248371e+05 +3.959976571e+05 +3.959976571e+05 -1.4602e-01 -2.0822e+00 +1.2838e+00 +4.3404e-01 -1.4877e+00 -2.7545e+00 -2.1956e+00 -3.5586e+00 +8.1149e-01 -1.4747e+00 +2.0276e+00 +1.8485e+00 -4.9402e+00 -2.8848e+00 +1.1382e+00 +4.2188e+00 +1.9004e+00 -3.1729e+00 -3.9499e+00 -3.1999e-01
489 +3.346350689e+05 +3.346350689e+05 +3.346078889e+05 +3.346078889e+05 -2.0692e-01 -2.1126e+00 +1.2749e+00 +4.3215e-01 -1.5000e+00 -2.7480e+00 -2.2024e+00 -3.5686e+00 +7.6693e-01 -1.6536e+00 +2.0270e+00 +1.8358e+00 -4.8758e+00 -2.9724e+00 +1.1362e+00 +4.1618e+00 +1.9347e+00 -3.1712e+00 -3.8934e+00 -2.9286e-01
514 +2.377317415e+05 +2.377317415e+05 +2.377045615e+05 +2.377045615e+05 -2.1454e-01 -2.0903e+00 +1.3026e+00 +4.3703e-01 -1.4961e+00 -2.7797e+00 -2.1627e+00 -3.6352e+00 +7.9921e-01 -1.6692e+00 +2.0273e+00 +1.8409e+00 -5.0467e+00 -2.9564e+00 +1.1363e+00 +4.2288e+00 +1.9006e+00 -3.1731e+00 -3.9417e+00 -2.8049e-01
607 +1.970292203e+05 +1.970292203e+05 +1.970020403e+05 +1.970020403e+05 -1.8801e-01 -2.0793e+00 +1.2971e+00 +4.3839e-01 -1.4947e+00 -2.8895e+00 -2.3187e+00 -3.5540e+00 +8.0422e-01 -1.5898e+00 +2.0282e+00 +1.8484e+00 -4.8840e+00 -2.8419e+00 +1.1061e+00 +4.2479e+00 +1.9325e+00 -3.1568e+00 -3.9619e+00 -2.9828e-01
635 +1.834272055e+05 +1.834272055e+05 +1.834000255e+05 +1.834000255e+05 -1.5862e-01 -2.1203e+00 +1.2675e+00 +4.3056e-01 -1.4945e+00 -2.7511e+00 -2.1975e+00 -3.5842e+00 +8.3177e-01 -1.5285e+00 +2.0201e+00 +1.8375e+00 -4.9183e+00 -2.8239e+00 +1.1168e+00 +4.3130e+00 +2.2268e+00 -3.1712e+00 -3.8761e+00 -3.0610e-01
705 +1.647740628e+05 +1.647740628e+05 +1.647468828e+05 +1.647468828e+05 -1.5462e-01 -2.0923e+00 +1.2896e+00 +4.2963e-01 -1.4862e+00 -2.8101e+00 -2.2392e+00 -3.5774e+00 +8.4255e-01 -1.5698e+00 +2.0297e+00 +1.8368e+00 -4.8774e+00 -3.0405e+00 +1.1383e+00 +4.5361e+00 +1.9903e+00 -3.1736e+00 -4.2042e+00 -2.6932e-01
711 +1.434579670e+05 +1.434579670e+05 +1.434307870e+05 +1.434307870e+05 -1.8112e-01 -2.1230e+00 +1.3048e+00 +4.2865e-01 -1.4928e+00 -2.8257e+00 -2.2886e+00 -3.5484e+00 +8.1014e-01 -1.7079e+00 +2.0234e+00 +1.7546e+00 -4.8794e+00 -2.9891e+00 +1.1518e+00 +4.3849e+00 +1.8766e+00 -3.1682e+00 -4.1808e+00 -2.6489e-01
721 +1.397253935e+05 +1.397253935e+05 +1.396982135e+05 +1.396982135e+05 -1.8437e-01 -2.1181e+00 +1.3325e+00 +4.2723e-01 -1.4928e+00 -2.7738e+00 -2.2483e+00 -3.5605e+00 +7.5856e-01 -1.5510e+00 +2.0219e+00 +1.8239e+00 -4.9026e+00 -2.9354e+00 +1.1387e+00 +4.6087e+00 +2.0711e+00 -3.1635e+00 -3.9909e+00 -2.8293e-01
733 +1.228288131e+05 +1.228288131e+05 +1.228016331e+05 +1.228016331e+05 -2.0797e-01 -2.0925e+00 +1.3147e+00 +4.2310e-01 -1.5003e+00 -2.7930e+00 -2.3307e+00 -3.4742e+00 +8.7716e-01 -1.7127e+00 +2.0269e+00 +1.8998e+00 -4.9109e+00 -2.9309e+00 +1.1375e+00 +4.3081e+00 +2.0290e+00 -3.1662e+00 -3.9292e+00 -2.8406e-01
736 +3.855659718e+04 +3.855659718e+04 +3.852941718e+04 +3.852941718e+04 +3.2200e-01 -2.1080e+00 +1.2726e+00 +4.4247e-01 -1.5005e+00 -2.7933e+00 -2.2943e+00 -3.5606e+00 +1.4425e+00 -1.7031e+00 +2.0278e+00 +1.8216e+00 -4.9147e+00 -3.0271e+00 +1.1315e+00 +4.2945e+00 +2.1810e+00 -3.1678e+00 -3.9523e+00 -2.7270e-01
825 +3.984731280e+03 +3.984731280e+03 +3.957551280e+03 +3.957551280e+03 -7.1524e-02 -2.1459e+00 +1.3228e+00 +4.3273e-01 -1.5015e+00 -2.8372e+00 -2.3392e+00 -3.6851e+00 +8.9180e-01 -2.1033e+00 +2.0221e+00 +1.8384e+00 -4.8730e+00 -2.9085e+00 +1.1427e+00 +4.8559e+00 +2.1953e+00 -3.1649e+00 -4.1191e+00 -2.8232e-01
906 +1.865573366e+02 +1.865573366e+02 +1.593773366e+02 +1.593773366e+02 +2.8138e-01 -2.1869e+00 +1.3460e+00 +4.2306e-01 -1.4974e+00 -2.8242e+00 -2.3224e+00 -3.4628e+00 +8.3335e-01 -2.0444e+00 +2.0278e+00 +1.8003e+00 -4.9182e+00 -2.7475e+00 +1.1379e+00 +4.4454e+00 +2.1588e+00 -3.1715e+00 -3.7001e+00 -2.8184e-01
962 +1.618180028e+02 +1.618180028e+02 +1.346380028e+02 +1.346380028e+02 +3.1903e-04 -2.0467e+00 +1.2792e+00 +4.4058e-01 -1.4893e+00 -2.5697e+00 -2.5281e+00 -3.2831e+00 +1.0341e+00 -1.7695e+00 +2.0304e+00 +1.8530e+00 -4.7830e+00 -2.7144e+00 +1.1368e+00 +4.6474e+00 +2.5049e+00 -3.1788e+00 -3.9365e+00 -2.6654e-01
1055 +1.566395535e+02 +1.566395535e+02 +1.294595535e+02 +1.294595535e+02 -1.4901e-01 -1.9085e+00 +1.3448e+00 +4.4184e-01 -1.4866e+00 -2.7683e+00 -2.6267e+00 -3.3538e+00 +9.4420e-01 -1.7144e+00 +2.0404e+00 +1.9137e+00 -4.8844e+00 -2.8945e+00 +1.1321e+00 +4.5853e+00 +2.4987e+00 -3.1548e+00 -4.0700e+00 -3.1988e-01
1279 +1.511304018e+02 +1.511304018e+02 +1.239504018e+02 +1.239504018e+02 +5.5896e-02 -2.0584e+00 +1.3038e+00 +4.4303e-01 -1.5013e+00 -2.5689e+00 -1.9127e+00 -2.6434e+00 +1.3527e+00 -1.7445e+00 +2.0197e+00 +1.8162e+00 -4.9191e+00 -2.3480e+00 +1.1272e+00 +4.6828e+00 +2.2565e+00 -3.1828e+00 -3.9215e+00 -2.8332e-01
43821       +inf +1.483398026e+02       +inf +1.211598026e+02 +1.3634e+31 -6.2767e+27 -1.6165e+29 -2.8085e+29 -3.7030e+28 +6.7909e+29 +6.1673e+29 -3.5521e+29 +5.7084e+29 +8.6706e+28 -5.4585e+29 -3.8007e+28 -3.5362e+28 +1.2703e+29 -1.6117e+28 -9.3495e+28 +9.5160e+28 -1.6730e+29 +1.5829e+29 +1.2651e+29
% function evaluation | noise-free fitness - Fopt (-6.968800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.061364153e+07 +2.061364153e+07 +2.061294465e+07 +2.061294465e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1131 +3.820576392e+06 +3.820576392e+06 +3.819879512e+06 +3.819879512e+06 -4.3473e-01 +4.1085e+00 -4.2192e+00 -4.8445e+00 +1.5367e+00 -3.4814e+00 -6.1432e-01 +3.0346e+00 -1.2399e+00 -1.2117e-01 +3.0865e+00 +4.0606e+00 +4.1416e+00 +4.5323e+00 -1.1483e+00 +7.1401e-01 +4.0371e+00 -1.2142e+01 -6.5861e-01 +3.8504e+00
1287 +3.100655888e+05 +3.100655888e+05 +3.093687088e+05 +3.093687088e+05 +7.1822e-01 +4.1019e+00 -4.0118e+00 -4.5664e+00 +1.5634e+00 -3.3916e+00 -5.8243e-01 +1.9763e+00 -1.0895e+00 -3.1433e-02 +3.0759e+00 +4.0724e+00 +4.7142e+00 +4.5697e+00 -1.2951e+00 +6.6909e-01 +1.0083e+01 -1.2404e+01 -4.4776e-01 +4.0989e+00
1306 +1.895074125e+03 +1.895074125e+03 +1.198194125e+03 +1.198194125e+03 -1.6468e+00 +4.1208e+00 -4.2591e+00 -2.9798e+00 +1.3478e+00 -3.6213e+00 -1.4456e-01 +2.8439e+00 -1.3195e+00 -1.0303e-01 +3.0905e+00 +4.1496e+00 +3.7865e+00 +4.5350e+00 -1.3414e+00 +5.5334e-01 +5.9469e+00 -1.4335e+01 -9.5534e-01 +3.5547e+00
1394 +1.174952057e+03 +1.174952057e+03 +4.780720569e+02 +4.780720569e+02 -8.6336e-01 +4.3074e+00 -4.8022e+00 -5.1714e+00 +1.5794e+00 -3.5181e+00 -4.6502e-01 +3.2542e+00 -1.0733e+00 -1.5689e-01 +3.0375e+00 +3.9811e+00 +4.5173e+00 +4.5592e+00 -1.6198e+00 +4.4173e-01 +3.7221e+00 -1.5604e+01 -6.2890e-01 +3.2834e+00
1502 +5.816524586e+02 +5.816524586e+02 -1.152275414e+02 -1.152275414e+02 +4.1620e-01 +4.5516e+00 -2.5584e+00 -5.0356e+00 +1.4596e+00 -3.5806e+00 -1.7744e-01 +2.9127e+00 -9.0444e-01 +3.7679e-01 +3.1085e+00 +4.0863e+00 +3.8066e+00 +4.5270e+00 -6.5051e-01 +2.0778e+00 +1.4338e+01 -1.1734e+01 -7.9722e-01 +4.6705e+00
2143 +5.710381228e+02 +5.710381228e+02 -1.258418772e+02 -1.258418772e+02 -3.8124e-01 +3.5773e+00 -2.0230e+00 -5.5242e+00 +1.3657e+00 -2.2518e+00 +1.0854e+00 +2.7244e+00 -9.6124e-01 +2.2516e-01 +3.0669e+00 +4.4829e+00 +6.1265e+00 +4.3581e+00 +1.8527e-01 -9.1281e-01 +9.6007e+00 -1.2833e+01 +4.0858e-01 -1.4392e+00
42158       +inf +5.710381228e+02       +inf -1.258418772e+02 +1.8107e+28 +1.3162e+28 +1.0617e+28 -3.5861e+28 +1.5240e+28 -2.0547e+28 +1.0482e+29 +1.1159e+28 -2.9739e+28 -2.3957e+29 -1.7728e+28 -2.7562e+28 -4.9608e+28 -1.2061e+28 -5.4453e+27 -5.3833e+28 -2.9407e+28 +1.1089e+28 -1.1381e+29 +1.2854e+31
% function evaluation | noise-free fitness - Fopt (-4.895300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.990445011e+06 +1.990445011e+06 +1.989955481e+06 +1.989955481e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.857270193e+05 +4.857270193e+05 +4.852374893e+05 +4.852374893e+05 -1.3681e+00 -7.0139e-01 -2.9493e+00 +1.4429e+00 +5.4390e-03 -2.1405e+00 +3.0544e+00 +1.0252e-01 +2.0105e+00 -1.4732e+00 +4.5901e-01 +3.1099e+00 -2.4369e+00 -3.6258e+00 +3.2584e+00 -4.4177e+00 +2.0576e+00 -3.2474e+00 -3.3687e+00 -1.6764e+00
