% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
62286 +6.258610977e+00 +6.258610977e+00 -2.736913890e+02 -2.736913890e+02 -3.5885e+00 -3.9330e+00 +3.3027e+00 -9.4274e-01 -3.3287e+00 -2.8233e+00 -1.6777e+00 -3.7396e-01 +1.7277e+00 -3.6594e+00 -1.7192e+00 +1.7479e+00 -3.8126e+00 -2.3768e+00 +4.0331e-01 +3.7037e+00 +3.5718e+00 +2.8435e+00 +2.1928e+00 +3.1737e+00
63042 +5.905681177e+00 +5.905681177e+00 -2.740443188e+02 -2.740443188e+02 -3.5920e+00 -3.9402e+00 +3.2926e+00 -9.3676e-01 -3.3242e+00 -2.8138e+00 -1.6825e+00 -3.7652e-01 +1.7329e+00 -3.6788e+00 -1.7140e+00 +1.7591e+00 -3.8093e+00 -2.3841e+00 +3.9800e-01 +3.7063e+00 +3.5740e+00 +2.8342e+00 +2.2017e+00 +3.1775e+00
63816 +5.316081271e+00 +5.316081271e+00 -2.746339187e+02 -2.746339187e+02 -3.5652e+00 -3.9309e+00 +3.2829e+00 -9.3351e-01 -3.3326e+00 -2.8193e+00 -1.6591e+00 -3.8440e-01 +1.7260e+00 -3.6623e+00 -1.7152e+00 +1.7456e+00 -3.8069e+00 -2.3751e+00 +4.0799e-01 +3.7194e+00 +3.5704e+00 +2.8388e+00 +2.1960e+00 +3.1750e+00
64433 +4.666086408e+00 +4.666086408e+00 -2.752839136e+02 -2.752839136e+02 -3.5797e+00 -3.9397e+00 +3.2903e+00 -9.2511e-01 -3.3402e+00 -2.8236e+00 -1.6671e+00 -3.7975e-01 +1.7298e+00 -3.6619e+00 -1.7164e+00 +1.7420e+00 -3.8047e+00 -2.3836e+00 +4.0252e-01 +3.7098e+00 +3.5639e+00 +2.8435e+00 +2.2014e+00 +3.1894e+00
64863 +4.414367606e+00 +4.414367606e+00 -2.755356324e+02 -2.755356324e+02 -3.5820e+00 -3.9339e+00 +3.2826e+00 -9.3462e-01 -3.3431e+00 -2.8282e+00 -1.6581e+00 -3.7523e-01 +1.7217e+00 -3.6615e+00 -1.7252e+00 +1.7487e+00 -3.8136e+00 -2.3816e+00 +4.0236e-01 +3.7047e+00 +3.5633e+00 +2.8381e+00 +2.1871e+00 +3.1806e+00
65579 +4.336650254e+00 +4.336650254e+00 -2.756133497e+02 -2.756133497e+02 -3.5849e+00 -3.9371e+00 +3.2881e+00 -9.2059e-01 -3.3176e+00 -2.8174e+00 -1.6675e+00 -3.7349e-01 +1.7146e+00 -3.6699e+00 -1.7112e+00 +1.7570e+00 -3.8027e+00 -2.3805e+00 +3.9684e-01 +3.7070e+00 +3.5715e+00 +2.8369e+00 +2.1964e+00 +3.1786e+00
66047 +4.133430005e+00 +4.133430005e+00 -2.758165700e+02 -2.758165700e+02 -3.5794e+00 -3.9367e+00 +3.2851e+00 -9.3196e-01 -3.3301e+00 -2.8138e+00 -1.6718e+00 -3.7880e-01 +1.7246e+00 -3.6672e+00 -1.7237e+00 +1.7472e+00 -3.8028e+00 -2.3903e+00 +4.0984e-01 +3.7115e+00 +3.5525e+00 +2.8456e+00 +2.1946e+00 +3.1854e+00
69423 +4.040966975e+00 +4.040966975e+00 -2.759090330e+02 -2.759090330e+02 -3.5808e+00 -3.9370e+00 +3.2951e+00 -9.3170e-01 -3.3350e+00 -2.8201e+00 -1.6699e+00 -3.6640e-01 +1.7157e+00 -3.6684e+00 -1.7180e+00 +1.7544e+00 -3.8165e+00 -2.3812e+00 +4.0002e-01 +3.7073e+00 +3.5586e+00 +2.8349e+00 +2.1941e+00 +3.1772e+00
69462 +3.878227070e+00 +3.878227070e+00 -2.760717729e+02 -2.760717729e+02 -3.5830e+00 -3.9253e+00 +3.2885e+00 -9.3405e-01 -3.3340e+00 -2.8172e+00 -1.6695e+00 -3.7847e-01 +1.7204e+00 -3.6650e+00 -1.7152e+00 +1.7525e+00 -3.8122e+00 -2.3898e+00 +4.0175e-01 +3.7073e+00 +3.5632e+00 +2.8273e+00 +2.1955e+00 +3.1818e+00
69808 +3.397899213e+00 +3.397899213e+00 -2.765521008e+02 -2.765521008e+02 -3.5825e+00 -3.9412e+00 +3.2853e+00 -9.3072e-01 -3.3415e+00 -2.8154e+00 -1.6640e+00 -3.7847e-01 +1.7274e+00 -3.6616e+00 -1.7173e+00 +1.7513e+00 -3.8158e+00 -2.3838e+00 +4.0788e-01 +3.7071e+00 +3.5743e+00 +2.8360e+00 +2.1906e+00 +3.1788e+00
70209 +3.027869983e+00 +3.027869983e+00 -2.769221300e+02 -2.769221300e+02 -3.5844e+00 -3.9421e+00 +3.2885e+00 -9.3365e-01 -3.3391e+00 -2.8200e+00 -1.6659e+00 -3.8240e-01 +1.7241e+00 -3.6626e+00 -1.7199e+00 +1.7575e+00 -3.8188e+00 -2.3803e+00 +4.0474e-01 +3.7038e+00 +3.5606e+00 +2.8255e+00 +2.1835e+00 +3.1771e+00
71992 +2.714725240e+00 +2.714725240e+00 -2.772352748e+02 -2.772352748e+02 -3.5955e+00 -3.9422e+00 +3.2914e+00 -9.3527e-01 -3.3454e+00 -2.8133e+00 -1.6588e+00 -3.7194e-01 +1.7205e+00 -3.6699e+00 -1.7205e+00 +1.7503e+00 -3.8083e+00 -2.3808e+00 +4.0780e-01 +3.7087e+00 +3.5614e+00 +2.8258e+00 +2.1868e+00 +3.1785e+00
72344 +2.177540848e+00 +2.177540848e+00 -2.777724592e+02 -2.777724592e+02 -3.5904e+00 -3.9412e+00 +3.2814e+00 -9.3517e-01 -3.3417e+00 -2.8155e+00 -1.6642e+00 -3.7402e-01 +1.7222e+00 -3.6678e+00 -1.7207e+00 +1.7464e+00 -3.8102e+00 -2.3806e+00 +4.0484e-01 +3.7080e+00 +3.5564e+00 +2.8251e+00 +2.1870e+00 +3.1762e+00
73042 +1.937481738e+00 +1.937481738e+00 -2.780125183e+02 -2.780125183e+02 -3.5863e+00 -3.9389e+00 +3.2866e+00 -9.3519e-01 -3.3423e+00 -2.8215e+00 -1.6691e+00 -3.7387e-01 +1.7185e+00 -3.6674e+00 -1.7223e+00 +1.7485e+00 -3.8128e+00 -2.3840e+00 +4.0506e-01 +3.7078e+00 +3.5592e+00 +2.8307e+00 +2.1892e+00 +3.1799e+00
73413 +1.850252002e+00 +1.850252002e+00 -2.780997480e+02 -2.780997480e+02 -3.5864e+00 -3.9412e+00 +3.2868e+00 -9.3405e-01 -3.3428e+00 -2.8150e+00 -1.6673e+00 -3.7758e-01 +1.7209e+00 -3.6658e+00 -1.7251e+00 +1.7509e+00 -3.8125e+00 -2.3845e+00 +4.0957e-01 +3.7041e+00 +3.5639e+00 +2.8276e+00 +2.1851e+00 +3.1810e+00
74163 +1.607086205e+00 +1.607086205e+00 -2.783429138e+02 -2.783429138e+02 -3.5904e+00 -3.9455e+00 +3.2874e+00 -9.3569e-01 -3.3471e+00 -2.8184e+00 -1.6675e+00 -3.7625e-01 +1.7272e+00 -3.6679e+00 -1.7230e+00 +1.7496e+00 -3.8120e+00 -2.3850e+00 +4.0715e-01 +3.7070e+00 +3.5616e+00 +2.8262e+00 +2.1853e+00 +3.1763e+00
75458 +1.373882953e+00 +1.373882953e+00 -2.785761170e+02 -2.785761170e+02 -3.5901e+00 -3.9458e+00 +3.2890e+00 -9.3530e-01 -3.3463e+00 -2.8177e+00 -1.6657e+00 -3.7730e-01 +1.7243e+00 -3.6672e+00 -1.7242e+00 +1.7495e+00 -3.8136e+00 -2.3837e+00 +4.0771e-01 +3.7050e+00 +3.5620e+00 +2.8300e+00 +2.1866e+00 +3.1778e+00
75670 +1.179762486e+00 +1.179762486e+00 -2.787702375e+02 -2.787702375e+02 -3.5892e+00 -3.9473e+00 +3.2873e+00 -9.3511e-01 -3.3441e+00 -2.8187e+00 -1.6631e+00 -3.7794e-01 +1.7232e+00 -3.6675e+00 -1.7235e+00 +1.7502e+00 -3.8114e+00 -2.3835e+00 +4.0885e-01 +3.7065e+00 +3.5623e+00 +2.8275e+00 +2.1878e+00 +3.1785e+00
83946 +9.373638101e-01 +9.373638101e-01 -2.790126362e+02 -2.790126362e+02 -3.5879e+00 -3.9461e+00 +3.2847e+00 -9.3387e-01 -3.3428e+00 -2.8164e+00 -1.6676e+00 -3.7785e-01 +1.7242e+00 -3.6682e+00 -1.7244e+00 +1.7511e+00 -3.8125e+00 -2.3822e+00 +4.0529e-01 +3.7085e+00 +3.5652e+00 +2.8290e+00 +2.1874e+00 +3.1792e+00
88161 +9.319760727e-01 +9.319760727e-01 -2.790180239e+02 -2.790180239e+02 -3.5877e+00 -3.9460e+00 +3.2871e+00 -9.3394e-01 -3.3423e+00 -2.8147e+00 -1.6669e+00 -3.7562e-01 +1.7235e+00 -3.6673e+00 -1.7218e+00 +1.7499e+00 -3.8124e+00 -2.3821e+00 +4.0705e-01 +3.7069e+00 +3.5633e+00 +2.8297e+00 +2.1883e+00 +3.1769e+00
90423 +9.077968346e-01 +9.077968346e-01 -2.790422032e+02 -2.790422032e+02 -3.5873e+00 -3.9441e+00 +3.2851e+00 -9.3418e-01 -3.3416e+00 -2.8170e+00 -1.6649e+00 -3.7725e-01 +1.7205e+00 -3.6680e+00 -1.7219e+00 +1.7525e+00 -3.8110e+00 -2.3843e+00 +4.0698e-01 +3.7086e+00 +3.5633e+00 +2.8300e+00 +2.1876e+00 +3.1785e+00
90630 +8.630542158e-01 +8.630542158e-01 -2.790869458e+02 -2.790869458e+02 -3.5874e+00 -3.9445e+00 +3.2846e+00 -9.3372e-01 -3.3439e+00 -2.8167e+00 -1.6662e+00 -3.7773e-01 +1.7222e+00 -3.6656e+00 -1.7225e+00 +1.7496e+00 -3.8129e+00 -2.3837e+00 +4.0779e-01 +3.7073e+00 +3.5628e+00 +2.8285e+00 +2.1868e+00 +3.1781e+00
90708 +6.763595740e-01 +6.763595740e-01 -2.792736404e+02 -2.792736404e+02 -3.5874e+00 -3.9437e+00 +3.2852e+00 -9.3394e-01 -3.3423e+00 -2.8166e+00 -1.6658e+00 -3.7647e-01 +1.7214e+00 -3.6694e+00 -1.7225e+00 +1.7506e+00 -3.8109e+00 -2.3833e+00 +4.0601e-01 +3.7073e+00 +3.5631e+00 +2.8290e+00 +2.1885e+00 +3.1786e+00
91638 +4.838745271e-01 +4.838745271e-01 -2.794661255e+02 -2.794661255e+02 -3.5881e+00 -3.9436e+00 +3.2849e+00 -9.3491e-01 -3.3419e+00 -2.8173e+00 -1.6659e+00 -3.7858e-01 +1.7230e+00 -3.6681e+00 -1.7227e+00 +1.7509e+00 -3.8118e+00 -2.3825e+00 +4.0602e-01 +3.7073e+00 +3.5636e+00 +2.8285e+00 +2.1883e+00 +3.1784e+00
94090 +4.690749031e-01 +4.690749031e-01 -2.794809251e+02 -2.794809251e+02 -3.5866e+00 -3.9435e+00 +3.2844e+00 -9.3497e-01 -3.3425e+00 -2.8175e+00 -1.6667e+00 -3.7794e-01 +1.7235e+00 -3.6677e+00 -1.7229e+00 +1.7501e+00 -3.8119e+00 -2.3822e+00 +4.0587e-01 +3.7083e+00 +3.5641e+00 +2.8279e+00 +2.1874e+00 +3.1780e+00
94354 +4.482815006e-01 +4.482815006e-01 -2.795017185e+02 -2.795017185e+02 -3.5874e+00 -3.9429e+00 +3.2847e+00 -9.3359e-01 -3.3425e+00 -2.8179e+00 -1.6669e+00 -3.7810e-01 +1.7232e+00 -3.6675e+00 -1.7218e+00 +1.7500e+00 -3.8117e+00 -2.3827e+00 +4.0515e-01 +3.7076e+00 +3.5644e+00 +2.8282e+00 +2.1884e+00 +3.1778e+00
94969 +3.826779166e-01 +3.826779166e-01 -2.795673221e+02 -2.795673221e+02 -3.5876e+00 -3.9429e+00 +3.2849e+00 -9.3457e-01 -3.3422e+00 -2.8172e+00 -1.6672e+00 -3.7862e-01 +1.7232e+00 -3.6679e+00 -1.7223e+00 +1.7504e+00 -3.8118e+00 -2.3828e+00 +4.0577e-01 +3.7083e+00 +3.5637e+00 +2.8287e+00 +2.1883e+00 +3.1786e+00
95209 +3.662618403e-01 +3.662618403e-01 -2.795837382e+02 -2.795837382e+02 -3.5879e+00 -3.9441e+00 +3.2845e+00 -9.3498e-01 -3.3424e+00 -2.8174e+00 -1.6670e+00 -3.7818e-01 +1.7230e+00 -3.6678e+00 -1.7224e+00 +1.7504e+00 -3.8120e+00 -2.3829e+00 +4.0560e-01 +3.7079e+00 +3.5631e+00 +2.8284e+00 +2.1876e+00 +3.1781e+00
96040 +3.610942460e-01 +3.610942460e-01 -2.795889058e+02 -2.795889058e+02 -3.5878e+00 -3.9431e+00 +3.2848e+00 -9.3482e-01 -3.3424e+00 -2.8178e+00 -1.6671e+00 -3.7763e-01 +1.7226e+00 -3.6675e+00 -1.7225e+00 +1.7511e+00 -3.8115e+00 -2.3823e+00 +4.0593e-01 +3.7075e+00 +3.5639e+00 +2.8278e+00 +2.1876e+00 +3.1780e+00
98013 +3.029558528e-01 +3.029558528e-01 -2.796470441e+02 -2.796470441e+02 -3.5882e+00 -3.9434e+00 +3.2848e+00 -9.3463e-01 -3.3433e+00 -2.8176e+00 -1.6665e+00 -3.7744e-01 +1.7221e+00 -3.6674e+00 -1.7230e+00 +1.7497e+00 -3.8119e+00 -2.3822e+00 +4.0662e-01 +3.7072e+00 +3.5632e+00 +2.8277e+00 +2.1871e+00 +3.1776e+00
99774 +2.991191287e-01 +2.991191287e-01 -2.796508809e+02 -2.796508809e+02 -3.5876e+00 -3.9439e+00 +3.2847e+00 -9.3525e-01 -3.3428e+00 -2.8170e+00 -1.6664e+00 -3.7755e-01 +1.7230e+00 -3.6671e+00 -1.7229e+00 +1.7496e+00 -3.8116e+00 -2.3823e+00 +4.0629e-01 +3.7072e+00 +3.5632e+00 +2.8277e+00 +2.1870e+00 +3.1776e+00
100344 +2.649937536e-01 +2.649937536e-01 -2.796850062e+02 -2.796850062e+02 -3.5879e+00 -3.9437e+00 +3.2845e+00 -9.3511e-01 -3.3429e+00 -2.8173e+00 -1.6667e+00 -3.7788e-01 +1.7224e+00 -3.6672e+00 -1.7228e+00 +1.7501e+00 -3.8121e+00 -2.3821e+00 +4.0595e-01 +3.7071e+00 +3.5634e+00 +2.8274e+00 +2.1871e+00 +3.1776e+00
102332 +2.597081910e-01 +2.597081910e-01 -2.796902918e+02 -2.796902918e+02 -3.5882e+00 -3.9435e+00 +3.2855e+00 -9.3462e-01 -3.3428e+00 -2.8173e+00 -1.6667e+00 -3.7764e-01 +1.7224e+00 -3.6670e+00 -1.7224e+00 +1.7499e+00 -3.8114e+00 -2.3822e+00 +4.0603e-01 +3.7074e+00 +3.5631e+00 +2.8278e+00 +2.1867e+00 +3.1777e+00
102338 +2.474014419e-01 +2.474014419e-01 -2.797025986e+02 -2.797025986e+02 -3.5880e+00 -3.9437e+00 +3.2851e+00 -9.3526e-01 -3.3432e+00 -2.8173e+00 -1.6666e+00 -3.7774e-01 +1.7228e+00 -3.6673e+00 -1.7227e+00 +1.7498e+00 -3.8121e+00 -2.3822e+00 +4.0598e-01 +3.7074e+00 +3.5631e+00 +2.8276e+00 +2.1868e+00 +3.1777e+00
102441 +2.028639551e-01 +2.028639551e-01 -2.797471360e+02 -2.797471360e+02 -3.5880e+00 -3.9436e+00 +3.2848e+00 -9.3474e-01 -3.3430e+00 -2.8174e+00 -1.6666e+00 -3.7786e-01 +1.7224e+00 -3.6672e+00 -1.7223e+00 +1.7500e+00 -3.8116e+00 -2.3823e+00 +4.0604e-01 +3.7075e+00 +3.5635e+00 +2.8276e+00 +2.1871e+00 +3.1778e+00
103252 +1.891708017e-01 +1.891708017e-01 -2.797608292e+02 -2.797608292e+02 -3.5879e+00 -3.9439e+00 +3.2849e+00 -9.3475e-01 -3.3430e+00 -2.8175e+00 -1.6665e+00 -3.7778e-01 +1.7228e+00 -3.6671e+00 -1.7227e+00 +1.7501e+00 -3.8118e+00 -2.3823e+00 +4.0601e-01 +3.7075e+00 +3.5635e+00 +2.8278e+00 +2.1870e+00 +3.1777e+00
103415 +1.756257752e-01 +1.756257752e-01 -2.797743742e+02 -2.797743742e+02 -3.5879e+00 -3.9437e+00 +3.2850e+00 -9.3470e-01 -3.3429e+00 -2.8173e+00 -1.6665e+00 -3.7784e-01 +1.7226e+00 -3.6670e+00 -1.7224e+00 +1.7499e+00 -3.8118e+00 -2.3822e+00 +4.0611e-01 +3.7074e+00 +3.5632e+00 +2.8278e+00 +2.1873e+00 +3.1778e+00
108822 +1.633686759e-01 +1.633686759e-01 -2.797866313e+02 -2.797866313e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3469e-01 -3.3431e+00 -2.8172e+00 -1.6667e+00 -3.7779e-01 +1.7226e+00 -3.6672e+00 -1.7227e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0628e-01 +3.7074e+00 +3.5632e+00 +2.8279e+00 +2.1871e+00 +3.1777e+00
110383 +1.494823756e-01 +1.494823756e-01 -2.798005176e+02 -2.798005176e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3472e-01 -3.3430e+00 -2.8172e+00 -1.6667e+00 -3.7792e-01 +1.7227e+00 -3.6671e+00 -1.7226e+00 +1.7500e+00 -3.8119e+00 -2.3823e+00 +4.0618e-01 +3.7073e+00 +3.5631e+00 +2.8278e+00 +2.1871e+00 +3.1776e+00
112274 +1.412880150e-01 +1.412880150e-01 -2.798087120e+02 -2.798087120e+02 -3.5879e+00 -3.9437e+00 +3.2849e+00 -9.3469e-01 -3.3429e+00 -2.8172e+00 -1.6666e+00 -3.7793e-01 +1.7226e+00 -3.6672e+00 -1.7226e+00 +1.7500e+00 -3.8117e+00 -2.3822e+00 +4.0614e-01 +3.7074e+00 +3.5632e+00 +2.8279e+00 +2.1870e+00 +3.1777e+00
112868 +1.379613612e-01 +1.379613612e-01 -2.798120386e+02 -2.798120386e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3466e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7793e-01 +1.7228e+00 -3.6671e+00 -1.7226e+00 +1.7500e+00 -3.8117e+00 -2.3822e+00 +4.0622e-01 +3.7073e+00 +3.5632e+00 +2.8279e+00 +2.1871e+00 +3.1776e+00
113452 +1.291380437e-01 +1.291380437e-01 -2.798208620e+02 -2.798208620e+02 -3.5880e+00 -3.9437e+00 +3.2849e+00 -9.3470e-01 -3.3430e+00 -2.8173e+00 -1.6667e+00 -3.7789e-01 +1.7228e+00 -3.6671e+00 -1.7226e+00 +1.7500e+00 -3.8118e+00 -2.3822e+00 +4.0610e-01 +3.7073e+00 +3.5632e+00 +2.8278e+00 +2.1870e+00 +3.1777e+00
115039 +1.268051475e-01 +1.268051475e-01 -2.798231949e+02 -2.798231949e+02 -3.5880e+00 -3.9436e+00 +3.2849e+00 -9.3465e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7793e-01 +1.7228e+00 -3.6671e+00 -1.7225e+00 +1.7501e+00 -3.8117e+00 -2.3823e+00 +4.0612e-01 +3.7074e+00 +3.5632e+00 +2.8278e+00 +2.1871e+00 +3.1777e+00
118940 +1.253825779e-01 +1.253825779e-01 -2.798246174e+02 -2.798246174e+02 -3.5880e+00 -3.9437e+00 +3.2849e+00 -9.3466e-01 -3.3428e+00 -2.8173e+00 -1.6666e+00 -3.7787e-01 +1.7226e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0613e-01 +3.7074e+00 +3.5632e+00 +2.8279e+00 +2.1871e+00 +3.1777e+00
124514 +1.209871084e-01 +1.209871084e-01 -2.798290129e+02 -2.798290129e+02 -3.5879e+00 -3.9436e+00 +3.2850e+00 -9.3460e-01 -3.3429e+00 -2.8172e+00 -1.6666e+00 -3.7797e-01 +1.7228e+00 -3.6671e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0613e-01 +3.7074e+00 +3.5632e+00 +2.8279e+00 +2.1871e+00 +3.1777e+00
125586 +1.183066585e-01 +1.183066585e-01 -2.798316933e+02 -2.798316933e+02 -3.5879e+00 -3.9436e+00 +3.2850e+00 -9.3461e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7792e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0615e-01 +3.7074e+00 +3.5633e+00 +2.8278e+00 +2.1872e+00 +3.1777e+00
126926 +1.155571960e-01 +1.155571960e-01 -2.798344428e+02 -2.798344428e+02 -3.5879e+00 -3.9436e+00 +3.2850e+00 -9.3465e-01 -3.3429e+00 -2.8172e+00 -1.6666e+00 -3.7792e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0613e-01 +3.7074e+00 +3.5633e+00 +2.8279e+00 +2.1872e+00 +3.1777e+00
133413 +1.147545103e-01 +1.147545103e-01 -2.798352455e+02 -2.798352455e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3462e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7792e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0614e-01 +3.7074e+00 +3.5632e+00 +2.8279e+00 +2.1871e+00 +3.1777e+00
134260 +1.115460764e-01 +1.115460764e-01 -2.798384539e+02 -2.798384539e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3464e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7790e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0614e-01 +3.7074e+00 +3.5632e+00 +2.8278e+00 +2.1871e+00 +3.1777e+00
149219 +1.093310497e-01 +1.093310497e-01 -2.798406690e+02 -2.798406690e+02 -3.5879e+00 -3.9436e+00 +3.2850e+00 -9.3465e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7791e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0615e-01 +3.7074e+00 +3.5632e+00 +2.8278e+00 +2.1871e+00 +3.1777e+00
153992 +1.070832110e-01 +1.070832110e-01 -2.798429168e+02 -2.798429168e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3464e-01 -3.3429e+00 -2.8172e+00 -1.6666e+00 -3.7791e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0614e-01 +3.7074e+00 +3.5632e+00 +2.8279e+00 +2.1871e+00 +3.1777e+00
187989 +1.046943540e-01 +1.046943540e-01 -2.798453056e+02 -2.798453056e+02 -3.5880e+00 -3.9436e+00 +3.2850e+00 -9.3465e-01 -3.3429e+00 -2.8173e+00 -1.6666e+00 -3.7791e-01 +1.7227e+00 -3.6672e+00 -1.7225e+00 +1.7500e+00 -3.8117e+00 -2.3823e+00 +4.0614e-01 +3.7074e+00 +3.5632e+00 +2.8278e+00 +2.1871e+00 +3.1777e+00
711209 +9.487286579e-02 +9.487286579e-02 -2.798551271e+02 -2.798551271e+02 -3.6221e+00 -3.9624e+00 +3.2745e+00 -9.8225e-01 -3.4565e+00 -2.8167e+00 -1.6468e+00 -3.2052e-01 +1.7047e+00 -3.6303e+00 -1.7501e+00 +1.7151e+00 -3.8859e+00 -2.3418e+00 +4.2110e-01 +3.6381e+00 +3.4932e+00 +2.7606e+00 +2.0905e+00 +3.1288e+00
711702 +8.684882599e-02 +8.684882599e-02 -2.798631512e+02 -2.798631512e+02 -3.6220e+00 -3.9625e+00 +3.2748e+00 -9.8233e-01 -3.4565e+00 -2.8167e+00 -1.6469e+00 -3.2041e-01 +1.7049e+00 -3.6304e+00 -1.7501e+00 +1.7157e+00 -3.8854e+00 -2.3419e+00 +4.2128e-01 +3.6382e+00 +3.4932e+00 +2.7607e+00 +2.0905e+00 +3.1288e+00
711928 +7.675360092e-02 +7.675360092e-02 -2.798732464e+02 -2.798732464e+02 -3.6223e+00 -3.9624e+00 +3.2747e+00 -9.8226e-01 -3.4566e+00 -2.8166e+00 -1.6469e+00 -3.2053e-01 +1.7050e+00 -3.6303e+00 -1.7499e+00 +1.7153e+00 -3.8855e+00 -2.3419e+00 +4.2122e-01 +3.6381e+00 +3.4933e+00 +2.7607e+00 +2.0905e+00 +3.1288e+00
715852 +5.990332770e-02 +5.990332770e-02 -2.798900967e+02 -2.798900967e+02 -3.6221e+00 -3.9624e+00 +3.2747e+00 -9.8229e-01 -3.4565e+00 -2.8167e+00 -1.6471e+00 -3.2063e-01 +1.7049e+00 -3.6302e+00 -1.7501e+00 +1.7154e+00 -3.8857e+00 -2.3419e+00 +4.2118e-01 +3.6381e+00 +3.4933e+00 +2.7608e+00 +2.0905e+00 +3.1289e+00
722877 +5.837684820e-02 +5.837684820e-02 -2.798916232e+02 -2.798916232e+02 -3.6221e+00 -3.9628e+00 +3.2747e+00 -9.8218e-01 -3.4567e+00 -2.8167e+00 -1.6471e+00 -3.2043e-01 +1.7049e+00 -3.6304e+00 -1.7501e+00 +1.7156e+00 -3.8858e+00 -2.3419e+00 +4.2118e-01 +3.6380e+00 +3.4931e+00 +2.7609e+00 +2.0904e+00 +3.1288e+00
725228 +5.322262492e-02 +5.322262492e-02 -2.798967774e+02 -2.798967774e+02 -3.6223e+00 -3.9626e+00 +3.2746e+00 -9.8228e-01 -3.4568e+00 -2.8167e+00 -1.6469e+00 -3.2051e-01 +1.7049e+00 -3.6303e+00 -1.7500e+00 +1.7155e+00 -3.8859e+00 -2.3418e+00 +4.2121e-01 +3.6379e+00 +3.4931e+00 +2.7608e+00 +2.0904e+00 +3.1286e+00
726494 +5.031025488e-02 +5.031025488e-02 -2.798996897e+02 -2.798996897e+02 -3.6221e+00 -3.9625e+00 +3.2746e+00 -9.8231e-01 -3.4567e+00 -2.8168e+00 -1.6471e+00 -3.2034e-01 +1.7048e+00 -3.6304e+00 -1.7500e+00 +1.7153e+00 -3.8858e+00 -2.3418e+00 +4.2120e-01 +3.6381e+00 +3.4932e+00 +2.7606e+00 +2.0903e+00 +3.1287e+00
726604 +4.888133048e-02 +4.888133048e-02 -2.799011187e+02 -2.799011187e+02 -3.6221e+00 -3.9625e+00 +3.2745e+00 -9.8238e-01 -3.4567e+00 -2.8168e+00 -1.6470e+00 -3.2030e-01 +1.7048e+00 -3.6304e+00 -1.7500e+00 +1.7154e+00 -3.8858e+00 -2.3419e+00 +4.2111e-01 +3.6380e+00 +3.4931e+00 +2.7606e+00 +2.0902e+00 +3.1286e+00
728122 +4.783054323e-02 +4.783054323e-02 -2.799021695e+02 -2.799021695e+02 -3.6222e+00 -3.9625e+00 +3.2746e+00 -9.8251e-01 -3.4568e+00 -2.8167e+00 -1.6469e+00 -3.2030e-01 +1.7048e+00 -3.6303e+00 -1.7500e+00 +1.7153e+00 -3.8858e+00 -2.3418e+00 +4.2118e-01 +3.6379e+00 +3.4931e+00 +2.7607e+00 +2.0903e+00 +3.1287e+00
728293 +4.542635055e-02 +4.542635055e-02 -2.799045736e+02 -2.799045736e+02 -3.6222e+00 -3.9625e+00 +3.2746e+00 -9.8225e-01 -3.4567e+00 -2.8168e+00 -1.6471e+00 -3.2040e-01 +1.7048e+00 -3.6304e+00 -1.7501e+00 +1.7155e+00 -3.8859e+00 -2.3418e+00 +4.2126e-01 +3.6380e+00 +3.4931e+00 +2.7607e+00 +2.0904e+00 +3.1287e+00
