% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.282397568e+001 +1.282397568e+001 +9.230397568e+001 +9.230397568e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
1025 +5.043044289e+000 +5.043044289e+000 +8.452304429e+001 +8.452304429e+001 +5.2043e-001 -5.3305e-001 -6.6584e-001 -2.0275e-001 -2.4671e+000
1037 +9.453816774e-001 +9.453816774e-001 +8.042538168e+001 +8.042538168e+001 +2.9805e-001 -1.5693e+000 -1.0659e+000 +1.1265e+000 -2.5527e+000
1078 +1.634561835e-001 +1.634561835e-001 +7.964345618e+001 +7.964345618e+001 +5.3541e-001 -9.8109e-001 -7.5987e-001 +2.0734e+000 -2.5081e+000
1089 +5.953535394e-002 +5.953535394e-002 +7.953953535e+001 +7.953953535e+001 +1.6124e-001 -1.1092e+000 -5.2793e-001 +1.9920e+000 -2.6025e+000
1295 +5.760301586e-002 +5.760301586e-002 +7.953760302e+001 +7.953760302e+001 +2.3609e-001 -1.0462e+000 -6.1116e-001 +1.9945e+000 -2.5143e+000
1305 +5.180606635e-002 +5.180606635e-002 +7.953180607e+001 +7.953180607e+001 +2.2702e-001 -1.2247e+000 -6.6844e-001 +2.0778e+000 -2.5376e+000
1306 +3.446099779e-002 +3.446099779e-002 +7.951446100e+001 +7.951446100e+001 +2.6535e-001 -1.0909e+000 -6.1844e-001 +2.0633e+000 -2.6716e+000
1327 +2.962429170e-002 +2.962429170e-002 +7.950962429e+001 +7.950962429e+001 +3.0130e-001 -1.1178e+000 -6.0691e-001 +2.0353e+000 -2.6943e+000
1352 +2.244211054e-002 +2.244211054e-002 +7.950244211e+001 +7.950244211e+001 +2.0904e-001 -1.2109e+000 -6.2972e-001 +1.9165e+000 -2.7736e+000
1359 +1.944443252e-002 +1.944443252e-002 +7.949944443e+001 +7.949944443e+001 +2.7365e-001 -1.1007e+000 -6.2050e-001 +1.9869e+000 -2.7194e+000
1360 +1.746359497e-002 +1.746359497e-002 +7.949746359e+001 +7.949746359e+001 +3.1392e-001 -1.1108e+000 -6.2856e-001 +1.9625e+000 -2.7154e+000
1364 +1.660446731e-002 +1.660446731e-002 +7.949660447e+001 +7.949660447e+001 +2.6181e-001 -1.0616e+000 -6.6883e-001 +1.9718e+000 -2.6323e+000
1379 +2.285104110e-003 +2.285104110e-003 +7.948228510e+001 +7.948228510e+001 +2.7767e-001 -1.1236e+000 -7.2042e-001 +1.9451e+000 -2.6950e+000
1484 +8.853486803e-004 +8.853486803e-004 +7.948088535e+001 +7.948088535e+001 +2.7302e-001 -1.1410e+000 -7.0932e-001 +1.9250e+000 -2.6839e+000
1514 +6.030706772e-004 +6.030706772e-004 +7.948060307e+001 +7.948060307e+001 +2.6762e-001 -1.1425e+000 -7.1921e-001 +1.9163e+000 -2.6734e+000
1529 +5.909392825e-004 +5.909392825e-004 +7.948059094e+001 +7.948059094e+001 +2.6666e-001 -1.1528e+000 -7.0652e-001 +1.9186e+000 -2.6768e+000
1538 +5.641590366e-004 +5.641590366e-004 +7.948056416e+001 +7.948056416e+001 +2.6848e-001 -1.1537e+000 -7.0936e-001 +1.9240e+000 -2.6714e+000
1542 +2.396682514e-004 +2.396682514e-004 +7.948023967e+001 +7.948023967e+001 +2.5020e-001 -1.1573e+000 -7.0975e-001 +1.9290e+000 -2.6856e+000
1578 +1.735089626e-004 +1.735089626e-004 +7.948017351e+001 +7.948017351e+001 +2.5362e-001 -1.1560e+000 -7.1214e-001 +1.9300e+000 -2.6765e+000
1603 +1.450430084e-004 +1.450430084e-004 +7.948014504e+001 +7.948014504e+001 +2.6450e-001 -1.1571e+000 -7.2586e-001 +1.9245e+000 -2.6818e+000
1615 +1.165522803e-004 +1.165522803e-004 +7.948011655e+001 +7.948011655e+001 +2.6307e-001 -1.1585e+000 -7.2330e-001 +1.9264e+000 -2.6836e+000
1648 +8.698124657e-005 +8.698124657e-005 +7.948008698e+001 +7.948008698e+001 +2.5962e-001 -1.1580e+000 -7.2855e-001 +1.9222e+000 -2.6803e+000
1670 +6.324479688e-005 +6.324479688e-005 +7.948006324e+001 +7.948006324e+001 +2.6048e-001 -1.1558e+000 -7.2240e-001 +1.9263e+000 -2.6816e+000
1688 +5.648208857e-005 +5.648208857e-005 +7.948005648e+001 +7.948005648e+001 +2.5985e-001 -1.1562e+000 -7.2170e-001 +1.9256e+000 -2.6815e+000
1698 +4.654714169e-005 +4.654714169e-005 +7.948004655e+001 +7.948004655e+001 +2.5837e-001 -1.1538e+000 -7.2378e-001 +1.9262e+000 -2.6833e+000
1721 +7.950720089e-006 +7.950720089e-006 +7.948000795e+001 +7.948000795e+001 +2.5156e-001 -1.1564e+000 -7.2252e-001 +1.9284e+000 -2.6805e+000
1781 +4.297204143e-006 +4.297204143e-006 +7.948000430e+001 +7.948000430e+001 +2.5392e-001 -1.1566e+000 -7.2331e-001 +1.9280e+000 -2.6806e+000
1783 +3.245501404e-006 +3.245501404e-006 +7.948000325e+001 +7.948000325e+001 +2.5406e-001 -1.1560e+000 -7.2366e-001 +1.9271e+000 -2.6802e+000
1868 +2.955874578e-006 +2.955874578e-006 +7.948000296e+001 +7.948000296e+001 +2.5431e-001 -1.1571e+000 -7.2418e-001 +1.9269e+000 -2.6814e+000
1870 +2.707302116e-006 +2.707302116e-006 +7.948000271e+001 +7.948000271e+001 +2.5348e-001 -1.1571e+000 -7.2465e-001 +1.9252e+000 -2.6803e+000
1879 +8.381435492e-007 +8.381435492e-007 +7.948000084e+001 +7.948000084e+001 +2.5279e-001 -1.1571e+000 -7.2350e-001 +1.9257e+000 -2.6810e+000
1913 +2.896739346e-007 +2.896739346e-007 +7.948000029e+001 +7.948000029e+001 +2.5260e-001 -1.1565e+000 -7.2432e-001 +1.9265e+000 -2.6809e+000
1966 +1.464386372e-007 +1.464386372e-007 +7.948000015e+001 +7.948000015e+001 +2.5274e-001 -1.1567e+000 -7.2371e-001 +1.9265e+000 -2.6810e+000
2052 +1.182943095e-007 +1.182943095e-007 +7.948000012e+001 +7.948000012e+001 +2.5265e-001 -1.1566e+000 -7.2412e-001 +1.9262e+000 -2.6808e+000
2066 +8.580533972e-008 +8.580533972e-008 +7.948000009e+001 +7.948000009e+001 +2.5284e-001 -1.1566e+000 -7.2404e-001 +1.9263e+000 -2.6809e+000
2067 +8.402207641e-008 +8.402207641e-008 +7.948000008e+001 +7.948000008e+001 +2.5284e-001 -1.1567e+000 -7.2427e-001 +1.9264e+000 -2.6808e+000
2079 +6.755307425e-008 +6.755307425e-008 +7.948000007e+001 +7.948000007e+001 +2.5262e-001 -1.1568e+000 -7.2403e-001 +1.9263e+000 -2.6806e+000
2080 +3.814804472e-008 +3.814804472e-008 +7.948000004e+001 +7.948000004e+001 +2.5277e-001 -1.1567e+000 -7.2401e-001 +1.9266e+000 -2.6809e+000
2137 +3.202036680e-008 +3.202036680e-008 +7.948000003e+001 +7.948000003e+001 +2.5266e-001 -1.1568e+000 -7.2404e-001 +1.9265e+000 -2.6809e+000
2159 +1.603689270e-008 +1.603689270e-008 +7.948000002e+001 +7.948000002e+001 +2.5285e-001 -1.1569e+000 -7.2407e-001 +1.9264e+000 -2.6809e+000
2179 +7.595517104e-009 +7.595517104e-009 +7.948000001e+001 +7.948000001e+001 +2.5279e-001 -1.1568e+000 -7.2400e-001 +1.9264e+000 -2.6809e+000
3165 +0.000000000e+000 +0.000000000e+000 +7.948000000e+001 +7.948000000e+001 +2.5280e-001 -1.1568e+000 -7.2400e-001 +1.9264e+000 -2.6808e+000
% function evaluation | noise-free fitness - Fopt (3.944800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.400211648e+001 +5.400211648e+001 +4.484821165e+002 +4.484821165e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
182 +4.518871825e+001 +4.518871825e+001 +4.396687182e+002 +4.396687182e+002 +1.6994e+000 -1.2637e-001 -3.1551e+000 +4.0548e+000 +3.2618e+000
