% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1546 +7.409544267e+01 +7.409544267e+01 -1.874557329e+00 -1.874557329e+00 +3.5862e+00 +2.3533e+00 -3.3904e+00 -1.0445e+00 -4.4395e+00 -1.4234e+00 -3.2178e+00 +1.4024e+00 +8.4553e-01 -3.4564e+00 +3.4496e-01 +4.0340e-01 -1.4087e+00 -5.9686e-02 -4.4713e+00 -1.4900e+00 +3.5668e+00 +3.5481e+00 -3.6662e+00 +2.0229e+00
1607 +7.241451129e+01 +7.241451129e+01 -3.555488712e+00 -3.555488712e+00 +3.5450e+00 +2.3211e-01 -3.1806e+00 -1.2882e+00 -4.3707e+00 -1.3287e+00 -3.2799e+00 +2.6902e+00 +1.1298e+00 -2.9059e+00 -4.2036e-01 +3.1832e-01 -1.0760e+00 +1.3646e-02 -3.9399e+00 -8.0747e-01 +1.6634e+00 +4.0230e+00 -4.0151e+00 +2.0215e+00
1802 +6.710475549e+01 +6.710475549e+01 -8.865244508e+00 -8.865244508e+00 +4.7958e+00 -2.2261e+00 -3.2138e+00 -1.2426e+00 -4.2030e+00 -1.8374e+00 -3.4687e+00 +1.7890e+00 -1.3476e+00 -4.3471e+00 +9.9953e-01 +5.0540e-01 -1.5941e+00 -1.2823e-01 -3.5797e+00 -2.0182e+00 +3.1365e+00 +3.5587e+00 -2.8833e+00 +2.0234e+00
2102 +6.462508868e+01 +6.462508868e+01 -1.134491132e+01 -1.134491132e+01 +3.1622e+00 -3.0285e-01 -2.2319e+00 -1.1195e+00 -4.3351e+00 -3.9867e-01 -3.4370e+00 +8.1719e-01 +1.8602e-01 -3.8820e+00 +1.0045e+00 +4.5873e-01 -2.2096e+00 -1.6855e-01 -2.9361e+00 -9.6813e-01 +3.1978e+00 +3.9118e+00 -2.8116e+00 +2.0215e+00
2146 +6.442600542e+01 +6.442600542e+01 -1.154399458e+01 -1.154399458e+01 +3.0908e+00 -1.3823e+00 -1.9029e+00 -1.1195e+00 -4.3901e+00 -5.4255e-01 -3.4097e+00 +2.0465e+00 +8.0741e-01 -3.7407e+00 +6.4098e-01 +2.0280e-01 -3.1959e+00 -1.0982e+00 -3.1865e+00 -1.7151e+00 +3.1950e+00 +4.9106e+00 -3.2749e+00 +2.0225e+00
2213 +6.262883368e+01 +6.262883368e+01 -1.334116632e+01 -1.334116632e+01 +4.1246e+00 -1.8193e+00 -2.7787e+00 -1.1807e+00 -4.1514e+00 -4.7767e-01 -3.3697e+00 +1.3479e+00 -9.3687e-01 -4.7368e+00 +1.8813e-01 +4.0881e-01 -1.5983e+00 -1.7854e-01 -2.7873e+00 -2.0029e+00 +3.8506e+00 +3.6120e+00 -3.7067e+00 +2.0191e+00
2404 +5.955324765e+01 +5.955324765e+01 -1.641675235e+01 -1.641675235e+01 +2.3985e+00 -1.4108e+00 -2.3550e+00 -8.0243e-01 -4.1584e+00 -4.4876e-01 -3.5987e+00 +1.2764e+00 -6.7558e-01 -3.7390e+00 -9.3376e-02 +5.3447e-01 -2.0665e+00 -6.5872e-01 -3.2578e+00 -1.8013e+00 +3.5255e+00 +3.1552e+00 -3.5063e+00 +2.0227e+00
2410 +5.868808640e+01 +5.868808640e+01 -1.728191360e+01 -1.728191360e+01 +2.8265e+00 -1.8384e+00 -1.8675e+00 -7.6222e-01 -4.0836e+00 -1.4534e-01 -3.8826e+00 +1.2054e+00 -1.9537e-01 -3.8934e+00 -9.9403e-02 +3.9186e-01 -1.8795e+00 -8.6128e-01 -3.0336e+00 -7.0111e-01 +3.5837e+00 +3.2012e+00 -2.2123e+00 +2.0176e+00
2541 +5.742005348e+01 +5.742005348e+01 -1.854994652e+01 -1.854994652e+01 +2.6512e+00 -3.3514e+00 -1.5309e+00 -8.5236e-01 -4.2674e+00 +1.8047e+00 -3.4909e+00 +2.3544e+00 -4.8048e-01 -2.7569e+00 +5.7770e-02 +1.1222e+00 -2.3020e+00 -6.4744e-01 -1.6770e+00 -1.2088e+00 +4.2163e+00 +3.9174e+00 -2.1602e+00 +2.0287e+00
2562 +5.414567527e+01 +5.414567527e+01 -2.182432473e+01 -2.182432473e+01 +2.0625e+00 -2.2745e+00 -2.8202e+00 -6.9131e-01 -4.0594e+00 +2.4618e-01 -3.9347e+00 +1.2948e+00 -8.6592e-01 -3.8747e+00 +7.6011e-01 +1.2278e+00 -1.9840e+00 -8.7198e-01 -2.4673e+00 -1.0005e+00 +4.6549e+00 +3.5814e+00 -3.5079e+00 +2.0242e+00
2694 +5.299997673e+01 +5.299997673e+01 -2.297002327e+01 -2.297002327e+01 +2.4480e+00 -1.9583e+00 -1.4906e+00 -5.0621e-01 -4.1519e+00 +1.6937e+00 -3.5672e+00 +1.6379e+00 +2.2007e-01 -4.1250e+00 +7.1618e-01 +1.9843e+00 -2.2279e+00 -1.3215e+00 -1.8089e+00 -1.5330e+00 +3.8897e+00 +3.9563e+00 -3.3577e+00 +2.0230e+00
2750 +4.863303955e+01 +4.863303955e+01 -2.733696045e+01 -2.733696045e+01 +3.4009e+00 -1.3614e+00 -1.4067e+00 -9.9401e-01 -3.1293e+00 -3.0781e-01 -3.4841e+00 +4.0067e-01 +2.1283e-01 -3.7041e+00 +6.2026e-01 +9.1448e-01 -2.2571e+00 -7.0987e-01 -6.1429e-01 -1.5959e+00 +3.8450e+00 +4.0425e+00 -2.2641e+00 +2.0262e+00
2912 +4.634417574e+01 +4.634417574e+01 -2.962582426e+01 -2.962582426e+01 +3.0951e+00 -1.5582e+00 -2.7572e+00 +5.3046e-01 -3.7811e+00 +1.0274e+00 -4.2852e+00 +2.0083e-01 -1.3826e+00 -3.5340e+00 +9.4901e-01 +1.6519e+00 -2.1268e+00 -4.4155e-02 -1.7557e+00 -1.7904e+00 +4.0240e+00 +4.1308e+00 -4.3051e+00 +2.0248e+00
3083 +4.076834122e+01 +4.076834122e+01 -3.520165878e+01 -3.520165878e+01 +3.3774e+00 -2.8106e+00 -1.6788e+00 -8.1004e-01 -3.9676e+00 +6.2083e-01 -4.1148e+00 +4.3193e-01 -1.5512e+00 -3.2454e+00 +5.5690e-01 +2.2576e+00 -2.3837e+00 -2.4683e-01 -1.3519e+00 -1.7379e+00 +3.4845e+00 +3.7779e+00 -3.4092e+00 +2.0228e+00
3117 +4.034928268e+01 +4.034928268e+01 -3.562071732e+01 -3.562071732e+01 +3.2290e+00 -2.5522e+00 -1.5388e+00 -8.2610e-01 -2.4293e+00 -1.9792e-01 -4.1041e+00 +1.6084e+00 -9.7191e-01 -2.6917e+00 +2.6310e+00 +1.6412e+00 -2.3988e+00 -1.0287e+00 -6.6555e-01 -2.1880e+00 +4.0097e+00 +4.1763e+00 -4.8233e+00 +2.0254e+00
3261 +3.659371255e+01 +3.659371255e+01 -3.937628745e+01 -3.937628745e+01 +3.5125e+00 -2.2676e+00 -1.6180e+00 +4.6261e-01 -3.5103e+00 +5.5342e-01 -4.3120e+00 +1.8047e+00 -1.6539e+00 -2.5679e+00 +1.0640e+00 +1.8764e+00 -2.1658e+00 +4.1994e-01 -8.4193e-01 -1.4974e+00 +3.8054e+00 +3.2585e+00 -1.8806e+00 +2.0856e+00
3392 +3.230751263e+01 +3.230751263e+01 -4.366248737e+01 -4.366248737e+01 +3.2804e+00 -3.2373e+00 -2.0169e+00 +6.8684e-01 -2.8881e+00 +2.3573e-01 -4.0429e+00 +2.6213e+00 -1.9790e+00 -3.7874e+00 +1.0895e+00 +1.6283e+00 -2.0893e+00 -1.6372e+00 -1.1310e+00 -1.8731e+00 +3.8922e+00 +3.8164e+00 -3.2554e+00 +2.0558e+00
3424 +3.113156097e+01 +3.113156097e+01 -4.483843903e+01 -4.483843903e+01 +4.0117e+00 -1.3810e+00 -2.0211e+00 +1.7137e-01 -2.5430e+00 +2.1787e-01 -4.0353e+00 +1.3255e-01 -1.2531e+00 -2.6944e+00 -4.0814e-01 +1.9104e+00 -2.0875e+00 -1.5727e+00 -1.0969e+00 -2.6297e+00 +3.4970e+00 +3.4095e+00 -3.4733e+00 +2.0332e+00
3617 +3.074373938e+01 +3.074373938e+01 -4.522626062e+01 -4.522626062e+01 +3.4413e+00 -1.8783e+00 -1.6214e+00 +3.1825e-01 -2.6545e+00 +4.2440e-01 -4.0348e+00 +1.6296e+00 -1.7389e+00 -3.3664e+00 +1.2381e+00 +1.0183e+00 -3.2065e+00 -6.5716e-01 -2.2556e+00 -1.0661e+00 +3.6891e+00 +2.7958e+00 -2.5676e+00 +2.0228e+00
3628 +2.858924418e+01 +2.858924418e+01 -4.738075582e+01 -4.738075582e+01 +3.3423e+00 -1.7399e+00 -1.9470e+00 +8.5087e-03 -2.7210e+00 +4.9971e-01 -4.3357e+00 +5.3146e-01 -6.4813e-01 -2.9432e+00 -5.1776e-01 +1.1724e+00 -3.1330e+00 -3.1338e-01 -1.9371e+00 -1.6564e+00 +3.5505e+00 +3.8011e+00 -2.6448e+00 +2.0481e+00
3649 +2.443658623e+01 +2.443658623e+01 -5.153341377e+01 -5.153341377e+01 +4.1483e+00 -1.4890e+00 -2.2365e+00 +2.1770e-01 -1.0667e+00 +1.0998e+00 -4.0185e+00 +3.2808e-01 -1.5921e+00 -3.2284e+00 -3.7903e-01 +2.0472e+00 -2.6379e+00 -2.8312e+00 -1.4186e+00 -5.2195e-01 +3.1796e+00 +4.0985e+00 -2.3144e+00 +1.9762e+00
3946 +2.250989822e+01 +2.250989822e+01 -5.346010178e+01 -5.346010178e+01 +3.6966e+00 -2.3838e+00 -1.9181e+00 +3.1149e-01 -1.8344e+00 +4.0284e-01 -4.2715e+00 +8.3565e-02 -2.7957e+00 -3.1615e+00 -1.0942e+00 +2.4553e+00 -3.7038e+00 -1.6152e+00 -1.8031e+00 -1.4473e+00 +3.9996e+00 +4.3961e+00 -3.2720e+00 +2.0371e+00
3985 +1.747457496e+01 +1.747457496e+01 -5.849542504e+01 -5.849542504e+01 +3.3258e+00 -2.7430e+00 -2.3792e+00 +3.4794e-01 +4.9614e-01 +2.1395e-01 -4.2108e+00 +7.8459e-01 -1.3630e+00 -3.0017e+00 +7.6913e-02 +2.6514e+00 -1.5810e+00 -1.6094e+00 -1.0919e+00 -2.2274e+00 +4.1874e+00 +4.1014e+00 -3.1441e+00 +1.9640e+00
4385 +1.694511473e+01 +1.694511473e+01 -5.902488527e+01 -5.902488527e+01 +2.4174e+00 -3.0340e+00 -1.5519e+00 +7.7864e-01 -9.2241e-01 +1.1401e+00 -4.0235e+00 +1.2908e+00 -1.8024e+00 -2.3733e+00 -3.0934e-01 +2.0803e+00 -3.1288e+00 -1.4879e+00 -1.6903e+00 -1.6862e+00 +3.9043e+00 +2.3940e+00 -3.3290e+00 +2.0211e+00
4455 +1.537243426e+01 +1.537243426e+01 -6.059756574e+01 -6.059756574e+01 +3.1614e+00 -1.7635e+00 -1.8078e+00 +5.3438e-01 -1.5630e+00 +4.4973e-01 -4.1873e+00 +9.8461e-01 -1.7480e+00 -1.6603e+00 -2.2698e-03 +2.6099e+00 -3.0147e+00 -1.4385e+00 -1.4914e+00 -1.8165e+00 +3.9325e+00 +3.7992e+00 -2.8247e+00 +1.7442e+00
4901 +1.429385078e+01 +1.429385078e+01 -6.167614922e+01 -6.167614922e+01 +2.9753e+00 -2.2472e+00 -2.4896e+00 +1.9016e-01 -6.7422e-01 +3.6407e-01 -4.3864e+00 +7.2884e-01 -9.7824e-01 -2.3817e+00 +6.8410e-01 +2.5722e+00 -3.1088e+00 -9.3258e-01 -1.5779e+00 -2.3804e+00 +3.3303e+00 +3.4545e+00 -2.8095e+00 +1.9555e+00
5201 +1.223464807e+01 +1.223464807e+01 -6.373535193e+01 -6.373535193e+01 +2.1998e+00 -3.5834e+00 -1.7283e+00 +6.7387e-01 +1.3965e+00 +4.0239e-01 -4.3617e+00 +1.0142e+00 -1.5430e+00 -9.4376e-01 -2.4954e-01 +2.3469e+00 -2.5866e+00 -5.7885e-01 -1.5072e+00 -1.3323e+00 +3.4057e+00 +3.4039e+00 -2.9466e+00 +1.3513e+00
5258 +1.046348083e+01 +1.046348083e+01 -6.550651917e+01 -6.550651917e+01 +2.9604e+00 -2.8357e+00 -2.0438e+00 -1.1328e-01 +4.4188e-01 +5.2107e-01 -3.9197e+00 +7.2089e-01 -1.4431e+00 -2.1712e+00 -5.2844e-03 +2.4282e+00 -3.0366e+00 -8.8387e-01 -1.2703e+00 -1.4256e+00 +3.8758e+00 +3.1860e+00 -3.1356e+00 +1.8822e+00
5913 +1.002524112e+01 +1.002524112e+01 -6.594475888e+01 -6.594475888e+01 +2.9467e+00 -2.5876e+00 -2.0104e+00 +5.4242e-01 +7.3529e-02 +1.2380e+00 -4.4369e+00 +1.1785e+00 -1.5450e+00 -2.2713e+00 +1.3078e-01 +1.9321e+00 -3.2260e+00 -1.3341e+00 -1.5826e+00 -1.1295e+00 +3.6405e+00 +2.5348e+00 -3.1617e+00 +1.4322e+00
5978 +9.818303887e+00 +9.818303887e+00 -6.615169611e+01 -6.615169611e+01 +2.8917e+00 -2.7834e+00 -1.8665e+00 +9.6018e-01 +5.9069e-01 +5.5605e-01 -4.3065e+00 +1.4773e+00 -1.6037e+00 -2.3932e+00 -3.0381e-01 +3.8574e+00 -3.3522e+00 -1.0787e+00 -1.4797e+00 -7.1991e-01 +3.7445e+00 +3.1693e+00 -2.7055e+00 +1.3485e+00
6134 +8.881386589e+00 +8.881386589e+00 -6.708861341e+01 -6.708861341e+01 +2.5244e+00 -2.1721e+00 -1.9118e+00 +7.7532e-01 +4.0901e-01 +9.0134e-01 -4.4952e+00 +5.5894e-01 -1.5840e+00 -2.2301e+00 -1.7491e-01 +3.2596e+00 -3.4990e+00 -1.1450e+00 -1.0995e+00 -1.5154e+00 +3.2329e+00 +3.9237e+00 -3.0182e+00 +1.7457e+00
6529 +8.306324885e+00 +8.306324885e+00 -6.766367511e+01 -6.766367511e+01 +2.8693e+00 -3.2284e+00 -2.1937e+00 +6.0078e-01 +6.5356e-01 +6.6904e-01 -3.6609e+00 +8.5000e-01 -2.4009e+00 -1.6291e+00 -5.5969e-01 +2.3499e+00 -3.8459e+00 -9.3169e-01 -7.0403e-01 -1.4180e+00 +3.1082e+00 +4.5354e+00 -3.5507e+00 +5.5707e-01
6912 +7.778257315e+00 +7.778257315e+00 -6.819174268e+01 -6.819174268e+01 +2.6504e+00 -3.2524e+00 -1.1041e+00 +9.4493e-01 +6.2061e-01 +3.6574e-01 -4.3433e+00 +1.4382e+00 -1.5785e+00 -2.3555e+00 +2.9375e-01 +3.0934e+00 -3.7607e+00 -1.3452e+00 +7.3320e-02 -3.8275e-01 +2.6866e+00 +3.1998e+00 -2.6679e+00 +5.9892e-01
7154 +7.612882158e+00 +7.612882158e+00 -6.835711784e+01 -6.835711784e+01 +2.9547e+00 -3.0691e+00 -1.2111e+00 +2.4349e-01 -8.0559e-02 +6.3051e-01 -4.1627e+00 +1.1782e-01 -1.8245e+00 -1.9882e+00 +5.5059e-01 +2.9512e+00 -3.4139e+00 -1.1724e+00 -1.0180e+00 -8.4253e-01 +3.9246e+00 +2.8337e+00 -2.9619e+00 +3.6372e-01
7520 +7.206169033e+00 +7.206169033e+00 -6.876383097e+01 -6.876383097e+01 +2.5843e+00 -2.5367e+00 -1.1330e+00 +9.2689e-01 +5.8975e-01 +4.2998e-01 -4.4410e+00 +1.2021e+00 -2.0149e+00 -2.9326e+00 +8.3361e-02 +2.1049e+00 -3.4525e+00 -8.7284e-01 -5.8652e-01 -9.7203e-01 +2.5185e+00 +3.6697e+00 -3.2188e+00 +4.3947e-01
7788 +5.212412937e+00 +5.212412937e+00 -7.075758706e+01 -7.075758706e+01 +2.6204e+00 -2.0834e+00 -1.7471e+00 +8.6311e-01 +4.6981e-01 +8.9482e-01 -4.6138e+00 +9.5296e-01 -1.7092e+00 -2.3627e+00 +1.3866e-01 +2.9341e+00 -3.8985e+00 -1.5616e+00 -1.3551e+00 -1.2433e+00 +3.9226e+00 +3.3335e+00 -2.7515e+00 -7.9457e-01
8161 +4.191935200e+00 +4.191935200e+00 -7.177806480e+01 -7.177806480e+01 +2.8127e+00 -2.9487e+00 -1.3776e+00 +1.0833e+00 +9.7954e-02 +7.5094e-01 -4.9730e+00 +1.1046e+00 -1.5214e+00 -2.7258e+00 +2.0293e-01 +2.6168e+00 -3.9217e+00 -1.2111e+00 -1.4397e+00 -1.2924e+00 +2.8597e+00 +3.5486e+00 -3.2562e+00 -9.9750e-01
9460 +3.347967572e+00 +3.347967572e+00 -7.262203243e+01 -7.262203243e+01 +2.3677e+00 -2.6713e+00 -1.4395e+00 +5.0853e-01 +2.7674e-01 +9.5763e-01 -5.1227e+00 +9.5056e-01 -1.5111e+00 -2.1214e+00 +3.5369e-01 +2.3404e+00 -3.9349e+00 -1.6553e+00 -8.1444e-01 -1.4818e+00 +3.0091e+00 +3.8486e+00 -2.5507e+00 -6.2549e-01
10220 +2.964615211e+00 +2.964615211e+00 -7.300538479e+01 -7.300538479e+01 +2.2054e+00 -2.8927e+00 -1.1738e+00 +8.0104e-01 +4.2230e-01 +1.1703e+00 -4.2052e+00 +1.4854e+00 -1.5580e+00 -2.3152e+00 +4.3718e-02 +2.7399e+00 -3.8926e+00 -1.6662e+00 -7.1301e-01 -1.3633e+00 +2.7924e+00 +3.9144e+00 -2.9683e+00 -5.9108e-01
11104 +2.921942394e+00 +2.921942394e+00 -7.304805761e+01 -7.304805761e+01 +2.2418e+00 -2.6302e+00 -1.5833e+00 +8.7473e-01 +9.5332e-02 +1.0528e+00 -4.6896e+00 +1.3172e+00 -1.2531e+00 -2.1630e+00 +5.7227e-02 +2.4928e+00 -3.9152e+00 -1.1334e+00 -5.3938e-01 -1.4073e+00 +3.0646e+00 +3.8590e+00 -2.9336e+00 -5.5960e-01
11440 +2.804840965e+00 +2.804840965e+00 -7.316515903e+01 -7.316515903e+01 +2.4922e+00 -2.8517e+00 -1.4678e+00 +8.2059e-01 +4.4723e-01 +7.7402e-01 -4.4993e+00 +1.1442e+00 -1.3763e+00 -2.3824e+00 -1.6584e-01 +2.4187e+00 -3.9563e+00 -1.3195e+00 -7.5589e-01 -1.3193e+00 +2.9733e+00 +3.9702e+00 -2.9349e+00 -2.0174e-01
14816 +2.718568069e+00 +2.718568069e+00 -7.325143193e+01 -7.325143193e+01 +2.4809e+00 -2.8200e+00 -1.3581e+00 +8.7470e-01 +2.4796e-01 +1.0125e+00 -4.6061e+00 +1.2369e+00 -1.1629e+00 -2.4791e+00 -1.3896e-01 +2.3255e+00 -3.8446e+00 -1.5939e+00 -8.0831e-01 -1.4828e+00 +2.7184e+00 +4.1330e+00 -3.1461e+00 -7.3329e-01
15594 +2.580436379e+00 +2.580436379e+00 -7.338956362e+01 -7.338956362e+01 +2.4405e+00 -2.9560e+00 -1.5971e+00 +8.3929e-01 +2.7119e-01 +8.4168e-01 -4.4900e+00 +1.1049e+00 -1.4589e+00 -2.4338e+00 -5.5368e-02 +2.4977e+00 -3.8354e+00 -1.5530e+00 -9.3209e-01 -1.4049e+00 +2.9145e+00 +3.9517e+00 -3.0499e+00 -8.6107e-01
17984 +2.562381425e+00 +2.562381425e+00 -7.340761857e+01 -7.340761857e+01 +2.3500e+00 -2.8750e+00 -1.5298e+00 +7.2465e-01 +3.3998e-01 +8.8739e-01 -4.4516e+00 +1.0684e+00 -1.4412e+00 -2.3248e+00 -1.9802e-02 +2.4348e+00 -3.9337e+00 -1.5462e+00 -7.2982e-01 -1.3817e+00 +3.0307e+00 +3.7592e+00 -2.9029e+00 -6.6237e-01
18809 +2.511539759e+00 +2.511539759e+00 -7.345846024e+01 -7.345846024e+01 +2.3834e+00 -2.8600e+00 -1.5302e+00 +8.6319e-01 +2.6584e-01 +8.9778e-01 -4.5574e+00 +1.1554e+00 -1.5148e+00 -2.2993e+00 +4.5948e-02 +2.4303e+00 -3.8892e+00 -1.5738e+00 -7.4982e-01 -1.3513e+00 +3.0496e+00 +3.9755e+00 -3.0148e+00 -7.0718e-01
677789 +2.142262351e+00 +2.142262351e+00 -7.382773765e+01 -7.382773765e+01 +1.8853e-01 +3.2421e-01 +3.4420e+00 +8.8851e-01 -1.3369e+00 -4.5142e+00 -1.6095e-01 -2.4709e+00 +2.0599e+00 +2.9814e+00 -2.3058e+00 +1.6546e-01 +1.6315e+00 +1.1207e+00 +5.6039e-01 +2.5323e+00 +4.4103e+00 -4.2172e+00 +2.8956e+00 +2.7824e+00
679361 +2.087290250e+00 +2.087290250e+00 -7.388270975e+01 -7.388270975e+01 -3.1138e-01 +7.1362e-01 +2.9106e+00 +1.0583e+00 -1.5940e+00 -4.7075e+00 -1.6446e-01 -2.2561e+00 +1.5641e+00 +2.7188e+00 -2.1949e+00 +7.7569e-01 +1.1177e+00 +1.0647e+00 +5.6638e-01 +2.1111e+00 +4.3543e+00 -3.9434e+00 +2.4415e+00 +3.0210e+00
681696 +2.021366011e+00 +2.021366011e+00 -7.394863399e+01 -7.394863399e+01 -3.3675e-01 +6.9481e-01 +2.8361e+00 +8.8325e-01 -1.5541e+00 -4.7770e+00 -3.7984e-02 -2.4613e+00 +1.4498e+00 +2.9134e+00 -2.0243e+00 +2.5093e-01 +1.3819e+00 +1.1775e+00 +5.3019e-01 +2.7207e+00 +4.4169e+00 -4.1560e+00 +2.4612e+00 +2.3427e+00
688375 +1.992051381e+00 +1.992051381e+00 -7.397794862e+01 -7.397794862e+01 -4.5643e-01 +7.1826e-01 +3.1097e+00 +1.0861e+00 -1.3172e+00 -4.8688e+00 -8.6761e-02 -2.5694e+00 +1.6061e+00 +3.1324e+00 -1.9311e+00 -3.0761e-01 +1.6458e+00 +1.0079e+00 +8.1112e-01 +2.5338e+00 +4.4532e+00 -3.9838e+00 +2.7248e+00 +2.7473e+00
694401 +1.943245297e+00 +1.943245297e+00 -7.402675470e+01 -7.402675470e+01 -7.8856e-01 +5.3388e-01 +3.4556e+00 +8.6162e-01 -1.1879e+00 -4.9916e+00 -3.1839e-02 -2.1830e+00 +1.6129e+00 +2.7427e+00 -2.0070e+00 +1.6187e-01 +1.6992e+00 +9.4280e-01 +9.1511e-01 +2.5730e+00 +4.4575e+00 -4.1357e+00 +3.0203e+00 +2.8100e+00
695560 +1.884504397e+00 +1.884504397e+00 -7.408549560e+01 -7.408549560e+01 -3.2600e-01 +4.6557e-01 +3.4663e+00 +7.7780e-01 -1.1729e+00 -4.9010e+00 +2.5434e-02 -2.4887e+00 +1.2664e+00 +2.7156e+00 -2.0514e+00 +1.6251e-01 +1.7200e+00 +8.8066e-01 +5.8406e-01 +2.5258e+00 +4.2778e+00 -4.1448e+00 +2.8985e+00 +2.9365e+00
706509 +1.856693825e+00 +1.856693825e+00 -7.411330617e+01 -7.411330617e+01 -3.5898e-01 +5.0859e-01 +3.2541e+00 +1.1388e+00 -1.2007e+00 -4.8831e+00 -3.8102e-02 -2.2829e+00 +1.3952e+00 +2.7864e+00 -1.9155e+00 +3.9398e-01 +1.8062e+00 +9.6569e-01 +6.6654e-01 +2.6264e+00 +4.3667e+00 -4.0280e+00 +2.8204e+00 +2.7595e+00
723648 +1.818810743e+00 +1.818810743e+00 -7.415118926e+01 -7.415118926e+01 -3.3707e-01 +5.5493e-01 +3.3070e+00 +9.6901e-01 -1.1256e+00 -4.9093e+00 -2.1811e-02 -2.4021e+00 +1.3399e+00 +2.7689e+00 -1.9896e+00 +1.7333e-01 +1.6554e+00 +1.0076e+00 +7.2204e-01 +2.5671e+00 +4.4573e+00 -4.0818e+00 +2.8079e+00 +2.7004e+00
% function evaluation | noise-free fitness - Fopt (-1.699000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.839431377e+01 +7.839431377e+01 +6.140431377e+01 +6.140431377e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1805 +7.683585066e+01 +7.683585066e+01 +5.984585066e+01 +5.984585066e+01 -1.4521e+00 +2.2811e+00 -1.7204e-01 +2.9434e+00 -3.6113e+00 -1.7419e-01 +3.9953e+00 +1.9052e+00 -8.2741e-01 -3.5155e+00 -1.2541e+00 +1.1651e-01 +7.3662e-01 -1.6351e+00 +2.3250e-03 +3.0905e+00 -3.5635e+00 +1.5690e+00 +4.6236e+00 +1.3816e+00
1917 +7.561957255e+01 +7.561957255e+01 +5.862957255e+01 +5.862957255e+01 -8.8002e-01 +1.6916e+00 -1.0551e+00 +2.6373e+00 -3.6929e+00 -8.2634e-01 +3.6005e+00 +2.7167e+00 -6.4579e-01 -3.3281e+00 -2.0648e+00 -1.0488e+00 +6.0998e-01 -9.0925e-01 +6.4832e-02 +2.6832e+00 -3.1911e+00 +3.7265e-02 +4.6186e+00 +1.4661e+00
2008 +7.327458889e+01 +7.327458889e+01 +5.628458889e+01 +5.628458889e+01 -4.9073e-01 +2.1256e+00 +1.4439e-02 +2.3512e+00 -3.5136e+00 +8.9687e-02 +3.8655e+00 +1.3175e+00 -8.4152e-01 -2.4436e+00 -1.3488e+00 -7.3282e-01 +1.0692e+00 -7.2455e-01 -1.7970e-01 +2.5789e+00 -2.3237e+00 +1.2554e+00 +4.6219e+00 +7.9797e-02
2203 +7.087927789e+01 +7.087927789e+01 +5.388927789e+01 +5.388927789e+01 -2.1898e+00 +1.6786e+00 -1.0148e+00 +4.3256e-01 -3.5555e+00 +6.4605e-01 +3.9372e+00 +1.5181e+00 -9.8516e-01 -2.9346e+00 -1.7484e+00 -2.1488e+00 +1.1780e+00 -4.1212e-01 +6.1789e-02 +3.8549e+00 -2.4440e+00 +1.5465e+00 +4.6401e+00 -2.4538e+00
2234 +7.068740262e+01 +7.068740262e+01 +5.369740262e+01 +5.369740262e+01 +2.1554e-01 +1.8551e+00 -1.3451e+00 +1.3349e+00 -3.5265e+00 +3.2055e-01 +4.2586e+00 +4.5685e-01 -1.6203e+00 -3.1943e+00 -2.2238e+00 -2.9837e-01 +1.0452e+00 -7.0196e-01 -1.0094e-02 +3.3613e+00 -2.9864e+00 +6.5879e-01 +4.6162e+00 -3.9109e-01
2342 +6.909658008e+01 +6.909658008e+01 +5.210658008e+01 +5.210658008e+01 -1.5766e-01 +1.1458e+00 -6.6545e-01 +1.3700e+00 -3.5350e+00 -1.0074e+00 +4.0354e+00 +2.0590e+00 -2.3813e+00 -3.2589e+00 -1.8422e+00 -4.9298e-01 +1.3231e+00 -4.9293e-01 -2.2825e-01 +3.5417e+00 -3.2601e+00 +1.7858e+00 +4.6315e+00 -1.4191e+00
2467 +6.746590564e+01 +6.746590564e+01 +5.047590564e+01 +5.047590564e+01 +1.3086e-01 +1.6245e+00 -2.0309e+00 +1.2926e+00 -3.5061e+00 -1.1292e+00 +4.2763e+00 +1.1533e+00 -1.8370e+00 -2.0678e+00 -9.4275e-01 -1.1771e+00 +1.3721e+00 -2.3437e+00 -2.1073e-01 +4.3149e+00 -2.0840e+00 +1.9498e+00 +4.6158e+00 -3.4524e+00
2621 +6.546029769e+01 +6.546029769e+01 +4.847029769e+01 +4.847029769e+01 +3.2357e-01 +8.1921e-01 -2.3297e+00 +1.4048e+00 -3.5616e+00 -2.7324e-01 +4.0779e+00 +1.6428e+00 -1.9385e+00 -1.4343e+00 -1.7732e+00 -2.0093e+00 +1.6812e+00 -1.2120e+00 -3.1438e-01 +3.0397e+00 -3.1212e+00 +2.9711e+00 +4.6163e+00 -2.3468e+00
