% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.554021144e+001 +7.554021144e+001 +1.468902114e+002 +1.468902114e+002 +0.0000e+000 +0.0000e+000
8 +6.413934554e+001 +6.413934554e+001 +1.354893455e+002 +1.354893455e+002 +1.1948e-001 +2.4911e+000
14 +3.726331857e+001 +3.726331857e+001 +1.086133186e+002 +1.086133186e+002 +1.0737e-001 +2.5746e+000
24 +3.010474521e+001 +3.010474521e+001 +1.014547452e+002 +1.014547452e+002 +1.2301e-001 +2.7839e+000
28 +2.770751983e+001 +2.770751983e+001 +9.905751983e+001 +9.905751983e+001 +1.1284e-001 +2.6753e+000
34 +1.538580590e+001 +1.538580590e+001 +8.673580590e+001 +8.673580590e+001 +5.0118e-002 +2.8261e+000
35 +6.128859397e+000 +6.128859397e+000 +7.747885940e+001 +7.747885940e+001 +1.4402e-001 +2.9699e+000
52 +4.000795528e+000 +4.000795528e+000 +7.535079553e+001 +7.535079553e+001 +8.0056e-002 +2.9605e+000
59 +3.823795352e+000 +3.823795352e+000 +7.517379535e+001 +7.517379535e+001 +1.0372e-001 +2.9611e+000
60 +2.301077156e+000 +2.301077156e+000 +7.365107716e+001 +7.365107716e+001 +9.4560e-002 +2.9483e+000
66 +2.021623692e+000 +2.021623692e+000 +7.337162369e+001 +7.337162369e+001 +1.0083e-001 +2.9499e+000
110 +1.929941859e+000 +1.929941859e+000 +7.327994186e+001 +7.327994186e+001 +1.0586e-001 +2.9500e+000
138 +1.804267241e+000 +1.804267241e+000 +7.315426724e+001 +7.315426724e+001 +1.0912e-001 +2.9501e+000
154 +1.774676228e+000 +1.774676228e+000 +7.312467623e+001 +7.312467623e+001 +1.0826e-001 +2.9502e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.629527895e+002 +2.629527895e+002 -9.226721048e+001 -9.226721048e+001 +0.0000e+000 +0.0000e+000
2 +1.444893541e+002 +1.444893541e+002 -2.107306459e+002 -2.107306459e+002 +4.4398e+000 +4.0359e+000
3 +1.391637931e+002 +1.391637931e+002 -2.160562069e+002 -2.160562069e+002 +4.4483e+000 +4.0368e+000
4 +1.257068587e+002 +1.257068587e+002 -2.295131413e+002 -2.295131413e+002 +4.4509e+000 +4.0645e+000
33 +1.225522231e+002 +1.225522231e+002 -2.326677769e+002 -2.326677769e+002 +4.4271e+000 +4.0586e+000
52 +1.158845630e+002 +1.158845630e+002 -2.393354370e+002 -2.393354370e+002 +4.4188e+000 +4.0548e+000
60 +1.144540030e+002 +1.144540030e+002 -2.407659970e+002 -2.407659970e+002 +4.4213e+000 +4.0540e+000
89 +1.112352722e+002 +1.112352722e+002 -2.439847278e+002 -2.439847278e+002 +4.4198e+000 +4.0540e+000
% function evaluation | noise-free fitness - Fopt (9.917000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.418304207e+001 +3.418304207e+001 +1.333530421e+002 +1.333530421e+002 +0.0000e+000 +0.0000e+000
2 +2.826756944e+000 +2.826756944e+000 +1.019967569e+002 +1.019967569e+002 -2.1609e+000 -4.0786e+000
