% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.992635762e+001 +7.992635762e+001 +1.079926358e+003 +1.079926358e+003 +0.0000e+000 +0.0000e+000
44 +7.268109217e+001 +7.268109217e+001 +1.072681092e+003 +1.072681092e+003 +3.1191e+000 +3.3133e-001
53 +3.932397873e+001 +3.932397873e+001 +1.039323979e+003 +1.039323979e+003 +1.8389e+000 +3.3813e-001
54 +3.587204872e+001 +3.587204872e+001 +1.035872049e+003 +1.035872049e+003 +9.6460e-001 +3.3614e-001
61 +2.482731891e+001 +2.482731891e+001 +1.024827319e+003 +1.024827319e+003 -1.8126e-001 +4.6755e-001
97 +1.954804432e+001 +1.954804432e+001 +1.019548044e+003 +1.019548044e+003 +1.1171e-001 +9.1074e-001
124 +1.399423404e+001 +1.399423404e+001 +1.013994234e+003 +1.013994234e+003 +1.0432e-001 +1.3469e+000
145 +1.154385415e+001 +1.154385415e+001 +1.011543854e+003 +1.011543854e+003 -3.5635e-001 +1.3292e+000
228 +1.075962643e+001 +1.075962643e+001 +1.010759626e+003 +1.010759626e+003 -3.1450e-001 +1.2875e+000
289 +5.027623808e+000 +5.027623808e+000 +1.005027624e+003 +1.005027624e+003 -2.2136e+000 +2.2785e+000
375 +4.875683330e+000 +4.875683330e+000 +1.004875683e+003 +1.004875683e+003 -2.7954e+000 +3.1630e+000
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.195243526e+001 +8.195243526e+001 +1.519824353e+002 +1.519824353e+002 +0.0000e+000 +0.0000e+000
73 +1.027369365e+001 +1.027369365e+001 +8.030369365e+001 +8.030369365e+001 -1.8412e-001 -2.0184e+000
99 +8.161277591e+000 +8.161277591e+000 +7.819127759e+001 +7.819127759e+001 -1.1243e+000 -2.0269e+000
